SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C90,Multiple myeloma and malignant plasma cell neoplasms,33,Age-standardised,10.9,7.5,15.3
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C90,Multiple myeloma and malignant plasma cell neoplasms,34,Age-standardised,8.4,5.8,11.7
E38000085,NHS Humber and North Yorkshire ICB - 03F,C90,Multiple myeloma and malignant plasma cell neoplasms,26,Age-standardised,12.6,8.2,18.5
E38000119,NHS Humber and North Yorkshire ICB - 03H,C90,Multiple myeloma and malignant plasma cell neoplasms,16,Age-standardised,9.5,5.4,15.5
E38000122,NHS Humber and North Yorkshire ICB - 03K,C90,Multiple myeloma and malignant plasma cell neoplasms,23,Age-standardised,12.5,7.9,18.8
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C90,Multiple myeloma and malignant plasma cell neoplasms,36,Age-standardised,9.6,6.7,13.2
E38000241,NHS Humber and North Yorkshire ICB - 42D,C90,Multiple myeloma and malignant plasma cell neoplasms,44,Age-standardised,8.5,6.2,11.4
E38000237,NHS Kent and Medway ICB - 91Q,C90,Multiple myeloma and malignant plasma cell neoplasms,150,Age-standardised,8.1,6.9,9.6
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C90,Multiple myeloma and malignant plasma cell neoplasms,14,Age-standardised,11.7,6.4,19.7
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C90,Multiple myeloma and malignant plasma cell neoplasms,10,Age-standardised,6.8,3.2,12.5
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C90,Multiple myeloma and malignant plasma cell neoplasms,8,Age-standardised,,,
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C90,Multiple myeloma and malignant plasma cell neoplasms,30,Age-standardised,8.1,5.4,11.5
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C90,Multiple myeloma and malignant plasma cell neoplasms,11,Age-standardised,6,3,10.7
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C90,Multiple myeloma and malignant plasma cell neoplasms,36,Age-standardised,9.5,6.7,13.2
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C90,Multiple myeloma and malignant plasma cell neoplasms,15,Age-standardised,12.1,6.8,19.9
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C90,Multiple myeloma and malignant plasma cell neoplasms,20,Age-standardised,8.3,5,12.9
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C90,Multiple myeloma and malignant plasma cell neoplasms,33,Age-standardised,8.9,6.1,12.5
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C90,Multiple myeloma and malignant plasma cell neoplasms,20,Age-standardised,8.7,5.2,13.5
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C90,Multiple myeloma and malignant plasma cell neoplasms,40,Age-standardised,10,7.1,13.6
E38000238,NHS Lincolnshire ICB - 71E,C90,Multiple myeloma and malignant plasma cell neoplasms,103,Age-standardised,11.8,9.6,14.3
E38000106,NHS Mid and South Essex ICB - 06Q,C90,Multiple myeloma and malignant plasma cell neoplasms,48,Age-standardised,11.7,8.6,15.5
E38000185,NHS Mid and South Essex ICB - 07G,C90,Multiple myeloma and malignant plasma cell neoplasms,18,Age-standardised,14.4,8.5,22.7
E38000007,NHS Mid and South Essex ICB - 99E,C90,Multiple myeloma and malignant plasma cell neoplasms,29,Age-standardised,11.9,7.9,17.1
E38000030,NHS Mid and South Essex ICB - 99F,C90,Multiple myeloma and malignant plasma cell neoplasms,19,Age-standardised,9.1,5.5,14.3
E38000168,NHS Mid and South Essex ICB - 99G,C90,Multiple myeloma and malignant plasma cell neoplasms,16,Age-standardised,9,5.2,14.7
E38000239,NHS Norfolk and Waveney ICB - 26A,C90,Multiple myeloma and malignant plasma cell neoplasms,132,Age-standardised,11,9.2,13
E38000240,NHS North Central London ICB - 93C,C90,Multiple myeloma and malignant plasma cell neoplasms,125,Age-standardised,12,10,14.4
E38000130,NHS North East and North Cumbria ICB - 00L,C90,Multiple myeloma and malignant plasma cell neoplasms,44,Age-standardised,11.3,8.2,15.1
E38000163,NHS North East and North Cumbria ICB - 00N,C90,Multiple myeloma and malignant plasma cell neoplasms,9,Age-standardised,,,
E38000176,NHS North East and North Cumbria ICB - 00P,C90,Multiple myeloma and malignant plasma cell neoplasms,18,Age-standardised,6.5,3.8,10.2
E38000215,NHS North East and North Cumbria ICB - 01H,C90,Multiple myeloma and malignant plasma cell neoplasms,37,Age-standardised,9.9,7,13.7
E38000212,NHS North East and North Cumbria ICB - 13T,C90,Multiple myeloma and malignant plasma cell neoplasms,41,Age-standardised,9.2,6.6,12.6
E38000247,NHS North East and North Cumbria ICB - 16C,C90,Multiple myeloma and malignant plasma cell neoplasms,45,Age-standardised,6.7,4.9,9
E38000234,NHS North East and North Cumbria ICB - 84H,C90,Multiple myeloma and malignant plasma cell neoplasms,34,Age-standardised,6.2,4.3,8.6
E38000127,NHS North East and North Cumbria ICB - 99C,C90,Multiple myeloma and malignant plasma cell neoplasms,26,Age-standardised,12.3,8,18
E38000255,NHS North East London ICB - A3A8R,C90,Multiple myeloma and malignant plasma cell neoplasms,159,Age-standardised,13.1,11.1,15.4
E38000256,NHS North West London ICB - W2U3Z,C90,Multiple myeloma and malignant plasma cell neoplasms,192,Age-standardised,12.4,10.6,14.3
E38000262,NHS Northamptonshire ICB - 78H,C90,Multiple myeloma and malignant plasma cell neoplasms,60,Age-standardised,8.7,6.6,11.2
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C90,Multiple myeloma and malignant plasma cell neoplasms,10,Age-standardised,7.7,3.7,14.1
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C90,Multiple myeloma and malignant plasma cell neoplasms,112,Age-standardised,11.8,9.7,14.2
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C90,Multiple myeloma and malignant plasma cell neoplasms,63,Age-standardised,11.7,9,14.9
E38000150,NHS Somerset ICB - 11X,C90,Multiple myeloma and malignant plasma cell neoplasms,74,Age-standardised,10.9,8.5,13.7
E38000244,NHS South East London ICB - 72Q,C90,Multiple myeloma and malignant plasma cell neoplasms,169,Age-standardised,13.5,11.5,15.8
E38000245,NHS South West London ICB - 36L,C90,Multiple myeloma and malignant plasma cell neoplasms,116,Age-standardised,10.7,8.8,12.8
E38000006,NHS South Yorkshire ICB - 02P,C90,Multiple myeloma and malignant plasma cell neoplasms,22,Age-standardised,9,5.6,13.6
E38000044,NHS South Yorkshire ICB - 02X,C90,Multiple myeloma and malignant plasma cell neoplasms,31,Age-standardised,10.2,6.9,14.4
E38000141,NHS South Yorkshire ICB - 03L,C90,Multiple myeloma and malignant plasma cell neoplasms,35,Age-standardised,13.1,9.1,18.2
E38000146,NHS South Yorkshire ICB - 03N,C90,Multiple myeloma and malignant plasma cell neoplasms,68,Age-standardised,13.9,10.8,17.6
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C90,Multiple myeloma and malignant plasma cell neoplasms,16,Age-standardised,11.6,6.6,18.8
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C90,Multiple myeloma and malignant plasma cell neoplasms,11,Age-standardised,8.6,4.3,15.4
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C90,Multiple myeloma and malignant plasma cell neoplasms,14,Age-standardised,6,3.3,10
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C90,Multiple myeloma and malignant plasma cell neoplasms,24,Age-standardised,9.6,6.1,14.2
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C90,Multiple myeloma and malignant plasma cell neoplasms,11,Age-standardised,6.1,3.1,11
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C90,Multiple myeloma and malignant plasma cell neoplasms,12,Age-standardised,5.1,2.6,8.9
E38000086,NHS Suffolk and North East Essex ICB - 06L,C90,Multiple myeloma and malignant plasma cell neoplasms,53,Age-standardised,11.4,8.5,15
E38000117,NHS Suffolk and North East Essex ICB - 06T,C90,Multiple myeloma and malignant plasma cell neoplasms,32,Age-standardised,8.5,5.8,12
E38000204,NHS Suffolk and North East Essex ICB - 07K,C90,Multiple myeloma and malignant plasma cell neoplasms,32,Age-standardised,12.7,8.7,18
E38000264,NHS Surrey Heartlands ICB - 92A,C90,Multiple myeloma and malignant plasma cell neoplasms,84,Age-standardised,8.1,6.4,10
E38000021,NHS Sussex ICB - 09D,C90,Multiple myeloma and malignant plasma cell neoplasms,28,Age-standardised,12.9,8.5,18.7
E38000265,NHS Sussex ICB - 70F,C90,Multiple myeloma and malignant plasma cell neoplasms,87,Age-standardised,8.9,7.1,11
E38000235,NHS Sussex ICB - 97R,C90,Multiple myeloma and malignant plasma cell neoplasms,64,Age-standardised,9.2,7.1,11.8
E38000025,NHS West Yorkshire ICB - 02T,C90,Multiple myeloma and malignant plasma cell neoplasms,21,Age-standardised,10.5,6.5,16.1
E38000190,NHS West Yorkshire ICB - 03R,C90,Multiple myeloma and malignant plasma cell neoplasms,25,Age-standardised,7.4,4.8,10.9
E38000225,NHS West Yorkshire ICB - 15F,C90,Multiple myeloma and malignant plasma cell neoplasms,57,Age-standardised,8.9,6.7,11.5
E38000232,NHS West Yorkshire ICB - 36J,C90,Multiple myeloma and malignant plasma cell neoplasms,40,Age-standardised,8,5.7,11
E38000254,NHS West Yorkshire ICB - X2C4Y,C90,Multiple myeloma and malignant plasma cell neoplasms,40,Age-standardised,10.1,7.2,13.7
