SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000263,NHS Greater Manchester ICB - 01Y,C67,Malignant neoplasm of bladder,37,Age-standardised,18.2,12.8,25.1
E38000187,NHS Greater Manchester ICB - 02A,C67,Malignant neoplasm of bladder,30,Age-standardised,13.6,9.1,19.4
E38000205,NHS Greater Manchester ICB - 02H,C67,Malignant neoplasm of bladder,59,Age-standardised,19,14.4,24.5
E38000217,NHS Greater Manchester ICB - 14L,C67,Malignant neoplasm of bladder,46,Age-standardised,16.9,12.3,22.6
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C67,Malignant neoplasm of bladder,25,Age-standardised,15.5,10,22.8
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C67,Malignant neoplasm of bladder,288,Age-standardised,16.3,14.5,18.3
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C67,Malignant neoplasm of bladder,127,Age-standardised,14.1,11.8,16.8
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C67,Malignant neoplasm of bladder,103,Age-standardised,19.4,15.8,23.5
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C67,Malignant neoplasm of bladder,76,Age-standardised,13.8,10.9,17.3
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C67,Malignant neoplasm of bladder,57,Age-standardised,18.9,14.3,24.5
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C67,Malignant neoplasm of bladder,72,Age-standardised,17.3,13.5,21.7
E38000085,NHS Humber and North Yorkshire ICB - 03F,C67,Malignant neoplasm of bladder,40,Age-standardised,19.7,14.1,26.9
E38000119,NHS Humber and North Yorkshire ICB - 03H,C67,Malignant neoplasm of bladder,30,Age-standardised,17.9,12,25.5
E38000122,NHS Humber and North Yorkshire ICB - 03K,C67,Malignant neoplasm of bladder,41,Age-standardised,22.4,16.1,30.4
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C67,Malignant neoplasm of bladder,51,Age-standardised,13.4,10,17.7
E38000241,NHS Humber and North Yorkshire ICB - 42D,C67,Malignant neoplasm of bladder,73,Age-standardised,13.6,10.7,17.1
E38000237,NHS Kent and Medway ICB - 91Q,C67,Malignant neoplasm of bladder,339,Age-standardised,18.3,16.4,20.4
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C67,Malignant neoplasm of bladder,26,Age-standardised,23.5,15.3,34.4
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C67,Malignant neoplasm of bladder,41,Age-standardised,28.2,20.2,38.3
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C67,Malignant neoplasm of bladder,27,Age-standardised,15.6,10.3,22.7
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C67,Malignant neoplasm of bladder,75,Age-standardised,20.3,16,25.4
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C67,Malignant neoplasm of bladder,25,Age-standardised,13.9,9,20.5
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C67,Malignant neoplasm of bladder,65,Age-standardised,16.7,12.8,21.2
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C67,Malignant neoplasm of bladder,17,Age-standardised,13.6,7.9,21.8
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C67,Malignant neoplasm of bladder,45,Age-standardised,16.8,12.2,22.5
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C67,Malignant neoplasm of bladder,53,Age-standardised,14.1,10.5,18.4
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C67,Malignant neoplasm of bladder,39,Age-standardised,16.6,11.7,22.8
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C67,Malignant neoplasm of bladder,64,Age-standardised,16,12.3,20.5
E38000238,NHS Lincolnshire ICB - 71E,C67,Malignant neoplasm of bladder,158,Age-standardised,17.9,15.2,20.9
E38000106,NHS Mid and South Essex ICB - 06Q,C67,Malignant neoplasm of bladder,62,Age-standardised,15.1,11.6,19.4
E38000185,NHS Mid and South Essex ICB - 07G,C67,Malignant neoplasm of bladder,26,Age-standardised,21.2,13.8,31.1
E38000007,NHS Mid and South Essex ICB - 99E,C67,Malignant neoplasm of bladder,35,Age-standardised,14,9.7,19.5
E38000030,NHS Mid and South Essex ICB - 99F,C67,Malignant neoplasm of bladder,36,Age-standardised,16.5,11.5,22.8
E38000168,NHS Mid and South Essex ICB - 99G,C67,Malignant neoplasm of bladder,31,Age-standardised,17.4,11.8,24.8
E38000239,NHS Norfolk and Waveney ICB - 26A,C67,Malignant neoplasm of bladder,208,Age-standardised,16.5,14.3,18.9
E38000240,NHS North Central London ICB - 93C,C67,Malignant neoplasm of bladder,126,Age-standardised,13,10.8,15.5
E38000130,NHS North East and North Cumbria ICB - 00L,C67,Malignant neoplasm of bladder,43,Age-standardised,11,8,14.9
E38000163,NHS North East and North Cumbria ICB - 00N,C67,Malignant neoplasm of bladder,22,Age-standardised,14.5,9.1,21.9
E38000176,NHS North East and North Cumbria ICB - 00P,C67,Malignant neoplasm of bladder,49,Age-standardised,17.7,13.1,23.4
E38000215,NHS North East and North Cumbria ICB - 01H,C67,Malignant neoplasm of bladder,53,Age-standardised,13.9,10.4,18.2
E38000212,NHS North East and North Cumbria ICB - 13T,C67,Malignant neoplasm of bladder,89,Age-standardised,20.2,16.2,24.8
E38000247,NHS North East and North Cumbria ICB - 16C,C67,Malignant neoplasm of bladder,120,Age-standardised,18.1,15,21.7
E38000234,NHS North East and North Cumbria ICB - 84H,C67,Malignant neoplasm of bladder,93,Age-standardised,16.9,13.6,20.7
E38000127,NHS North East and North Cumbria ICB - 99C,C67,Malignant neoplasm of bladder,32,Age-standardised,15.1,10.3,21.3
E38000255,NHS North East London ICB - A3A8R,C67,Malignant neoplasm of bladder,150,Age-standardised,13.6,11.5,16
E38000256,NHS North West London ICB - W2U3Z,C67,Malignant neoplasm of bladder,187,Age-standardised,12.6,10.9,14.6
E38000262,NHS Northamptonshire ICB - 78H,C67,Malignant neoplasm of bladder,114,Age-standardised,16.5,13.6,19.8
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C67,Malignant neoplasm of bladder,26,Age-standardised,20.3,13.3,29.8
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C67,Malignant neoplasm of bladder,169,Age-standardised,17.8,15.2,20.7
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C67,Malignant neoplasm of bladder,93,Age-standardised,17,13.7,20.8
E38000150,NHS Somerset ICB - 11X,C67,Malignant neoplasm of bladder,108,Age-standardised,15.5,12.7,18.8
E38000244,NHS South East London ICB - 72Q,C67,Malignant neoplasm of bladder,183,Age-standardised,15.6,13.4,18.1
E38000245,NHS South West London ICB - 36L,C67,Malignant neoplasm of bladder,174,Age-standardised,16.5,14.1,19.2
E38000006,NHS South Yorkshire ICB - 02P,C67,Malignant neoplasm of bladder,37,Age-standardised,15.3,10.7,21
E38000044,NHS South Yorkshire ICB - 02X,C67,Malignant neoplasm of bladder,46,Age-standardised,15.1,11,20.1
E38000141,NHS South Yorkshire ICB - 03L,C67,Malignant neoplasm of bladder,42,Age-standardised,15.8,11.4,21.4
E38000146,NHS South Yorkshire ICB - 03N,C67,Malignant neoplasm of bladder,90,Age-standardised,18.4,14.8,22.6
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C67,Malignant neoplasm of bladder,27,Age-standardised,19.5,12.9,28.4
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C67,Malignant neoplasm of bladder,21,Age-standardised,16.4,10.1,25
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C67,Malignant neoplasm of bladder,37,Age-standardised,15.2,10.7,20.9
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C67,Malignant neoplasm of bladder,53,Age-standardised,20.9,15.6,27.3
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C67,Malignant neoplasm of bladder,19,Age-standardised,10.4,6.3,16.3
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C67,Malignant neoplasm of bladder,33,Age-standardised,13.9,9.6,19.5
E38000086,NHS Suffolk and North East Essex ICB - 06L,C67,Malignant neoplasm of bladder,70,Age-standardised,14.7,11.5,18.6
E38000117,NHS Suffolk and North East Essex ICB - 06T,C67,Malignant neoplasm of bladder,62,Age-standardised,16.1,12.3,20.7
E38000204,NHS Suffolk and North East Essex ICB - 07K,C67,Malignant neoplasm of bladder,44,Age-standardised,17.1,12.4,22.9
E38000264,NHS Surrey Heartlands ICB - 92A,C67,Malignant neoplasm of bladder,175,Age-standardised,16.7,14.3,19.4
E38000021,NHS Sussex ICB - 09D,C67,Malignant neoplasm of bladder,31,Age-standardised,14.9,10.1,21.2
E38000265,NHS Sussex ICB - 70F,C67,Malignant neoplasm of bladder,156,Age-standardised,15.3,13,17.9
E38000235,NHS Sussex ICB - 97R,C67,Malignant neoplasm of bladder,117,Age-standardised,16.3,13.5,19.6
E38000025,NHS West Yorkshire ICB - 02T,C67,Malignant neoplasm of bladder,40,Age-standardised,20,14.3,27.3
E38000190,NHS West Yorkshire ICB - 03R,C67,Malignant neoplasm of bladder,74,Age-standardised,22.1,17.3,27.7
E38000225,NHS West Yorkshire ICB - 15F,C67,Malignant neoplasm of bladder,121,Age-standardised,19,15.8,22.7
E38000232,NHS West Yorkshire ICB - 36J,C67,Malignant neoplasm of bladder,92,Age-standardised,19,15.3,23.3
E38000254,NHS West Yorkshire ICB - X2C4Y,C67,Malignant neoplasm of bladder,62,Age-standardised,15.6,12,20
Grand Total,,,,,,,,
