SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,LCI,UCI,Rate
E38000212,NHS North East and North Cumbria ICB - 13T,C43,Malignant melanoma of skin,159,Age-standardised,29.6,40.7,34.8
E38000247,NHS North East and North Cumbria ICB - 16C,C43,Malignant melanoma of skin,213,Age-standardised,27.8,36.5,31.9
E38000234,NHS North East and North Cumbria ICB - 84H,C43,Malignant melanoma of skin,181,Age-standardised,28.8,38.8,33.6
E38000127,NHS North East and North Cumbria ICB - 99C,C43,Malignant melanoma of skin,101,Age-standardised,38.9,58,47.7
E38000255,NHS North East London ICB - A3A8R,C43,Malignant melanoma of skin,197,Age-standardised,12.1,16.3,14.1
E38000256,NHS North West London ICB - W2U3Z,C43,Malignant melanoma of skin,240,Age-standardised,12.5,16.2,14.3
E38000262,NHS Northamptonshire ICB - 78H,C43,Malignant melanoma of skin,177,Age-standardised,21.2,28.6,24.7
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C43,Malignant melanoma of skin,25,Age-standardised,13.1,30.1,20.3
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C43,Malignant melanoma of skin,251,Age-standardised,22.6,29,25.7
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C43,Malignant melanoma of skin,156,Age-standardised,24.6,33.9,28.9
E38000150,NHS Somerset ICB - 11X,C43,Malignant melanoma of skin,216,Age-standardised,29.1,38.3,33.4
E38000244,NHS South East London ICB - 72Q,C43,Malignant melanoma of skin,273,Age-standardised,16.8,21.6,19.1
E38000245,NHS South West London ICB - 36L,C43,Malignant melanoma of skin,379,Age-standardised,27.7,34.2,30.8
E38000006,NHS South Yorkshire ICB - 02P,C43,Malignant melanoma of skin,66,Age-standardised,20.6,33.9,26.6
E38000044,NHS South Yorkshire ICB - 02X,C43,Malignant melanoma of skin,63,Age-standardised,15.7,26.2,20.5
E38000141,NHS South Yorkshire ICB - 03L,C43,Malignant melanoma of skin,57,Age-standardised,16,27.4,21.1
E38000146,NHS South Yorkshire ICB - 03N,C43,Malignant melanoma of skin,107,Age-standardised,17.2,25.4,21
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C43,Malignant melanoma of skin,33,Age-standardised,16.4,33.5,23.9
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C43,Malignant melanoma of skin,31,Age-standardised,16.2,33.9,23.9
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C43,Malignant melanoma of skin,73,Age-standardised,24,38.5,30.6
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C43,Malignant melanoma of skin,74,Age-standardised,23.6,37.9,30.2
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C43,Malignant melanoma of skin,50,Age-standardised,21.5,38.4,29.1
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C43,Malignant melanoma of skin,39,Age-standardised,11.2,21.5,15.8
E38000086,NHS Suffolk and North East Essex ICB - 06L,C43,Malignant melanoma of skin,102,Age-standardised,17.9,26.8,22
E38000117,NHS Suffolk and North East Essex ICB - 06T,C43,Malignant melanoma of skin,97,Age-standardised,21.6,32.5,26.6
E38000204,NHS Suffolk and North East Essex ICB - 07K,C43,Malignant melanoma of skin,89,Age-standardised,29.1,44.7,36.3
E38000264,NHS Surrey Heartlands ICB - 92A,C43,Malignant melanoma of skin,401,Age-standardised,35.1,42.8,38.8
E38000021,NHS Sussex ICB - 09D,C43,Malignant melanoma of skin,110,Age-standardised,38.3,56.5,46.7
E38000265,NHS Sussex ICB - 70F,C43,Malignant melanoma of skin,349,Age-standardised,33,40.9,36.8
E38000235,NHS Sussex ICB - 97R,C43,Malignant melanoma of skin,235,Age-standardised,31,40.4,35.4
E38000025,NHS West Yorkshire ICB - 02T,C43,Malignant melanoma of skin,41,Age-standardised,14.2,26.8,19.8
E38000190,NHS West Yorkshire ICB - 03R,C43,Malignant melanoma of skin,124,Age-standardised,29.7,42.6,35.7
E38000225,NHS West Yorkshire ICB - 15F,C43,Malignant melanoma of skin,242,Age-standardised,31.4,40.6,35.8
E38000232,NHS West Yorkshire ICB - 36J,C43,Malignant melanoma of skin,115,Age-standardised,18.6,27.1,22.6
E38000254,NHS West Yorkshire ICB - X2C4Y,C43,Malignant melanoma of skin,92,Age-standardised,17.9,27.2,22.2
Grand Total,,,,,,,,
