SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000122,NHS Humber and North Yorkshire ICB - 03K,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,20,Age-standardised,21.3,13,32.9
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,42,Age-standardised,21.8,15.7,29.5
E38000241,NHS Humber and North Yorkshire ICB - 42D,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,55,Age-standardised,21,15.7,27.4
E38000237,NHS Kent and Medway ICB - 91Q,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,235,Age-standardised,24.6,21.6,28
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,21,Age-standardised,32.2,19.9,49.3
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,23,Age-standardised,30.6,19.3,45.9
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,22,Age-standardised,24,15.1,36.4
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,44,Age-standardised,22.6,16.4,30.3
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,20,Age-standardised,20.5,12.5,31.7
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,44,Age-standardised,23,16.7,31
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,19,Age-standardised,29.8,17.8,46.7
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,40,Age-standardised,33.4,23.6,45.8
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,50,Age-standardised,26.7,19.8,35.3
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,35,Age-standardised,27,18.7,37.7
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,32,Age-standardised,15.7,10.7,22.1
E38000238,NHS Lincolnshire ICB - 71E,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,105,Age-standardised,24.4,19.9,29.6
E38000106,NHS Mid and South Essex ICB - 06Q,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,46,Age-standardised,21.5,15.7,28.7
E38000185,NHS Mid and South Essex ICB - 07G,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,16,Age-standardised,21.3,12.1,34.8
E38000007,NHS Mid and South Essex ICB - 99E,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,30,Age-standardised,21.7,14.6,31.1
E38000030,NHS Mid and South Essex ICB - 99F,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,22,Age-standardised,21.2,13.2,32.4
E38000168,NHS Mid and South Essex ICB - 99G,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,22,Age-standardised,23.2,14.5,35.2
E38000239,NHS Norfolk and Waveney ICB - 26A,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,162,Age-standardised,26.5,22.5,31
E38000240,NHS North Central London ICB - 93C,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,129,Age-standardised,21.1,17.5,25.2
E38000130,NHS North East and North Cumbria ICB - 00L,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,38,Age-standardised,20.4,14.3,28.1
E38000163,NHS North East and North Cumbria ICB - 00N,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,23,Age-standardised,28.5,18.1,42.9
E38000176,NHS North East and North Cumbria ICB - 00P,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,34,Age-standardised,23.3,16.1,32.5
E38000215,NHS North East and North Cumbria ICB - 01H,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,42,Age-standardised,23.5,16.8,31.9
E38000212,NHS North East and North Cumbria ICB - 13T,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,50,Age-standardised,21.4,15.8,28.2
E38000247,NHS North East and North Cumbria ICB - 16C,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,73,Age-standardised,21,16.5,26.5
E38000234,NHS North East and North Cumbria ICB - 84H,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,69,Age-standardised,24.7,19.2,31.3
E38000127,NHS North East and North Cumbria ICB - 99C,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,34,Age-standardised,29.3,20.3,41.1
E38000255,NHS North East London ICB - A3A8R,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,140,Age-standardised,18.3,15.2,21.7
E38000256,NHS North West London ICB - W2U3Z,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,198,Age-standardised,22.3,19.3,25.7
E38000262,NHS Northamptonshire ICB - 78H,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,72,Age-standardised,19.4,15.1,24.4
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,6,Age-standardised,,,
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,127,Age-standardised,25.4,21.2,30.2
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,64,Age-standardised,23.2,17.9,29.7
E38000150,NHS Somerset ICB - 11X,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,73,Age-standardised,21.8,17.1,27.5
E38000244,NHS South East London ICB - 72Q,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,177,Age-standardised,24,20.4,27.9
E38000245,NHS South West London ICB - 36L,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,138,Age-standardised,20.9,17.5,24.8
E38000006,NHS South Yorkshire ICB - 02P,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,34,Age-standardised,26.7,18.5,37.3
E38000044,NHS South Yorkshire ICB - 02X,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,33,Age-standardised,20.6,14.2,28.9
E38000141,NHS South Yorkshire ICB - 03L,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,37,Age-standardised,26.8,18.8,36.9
E38000146,NHS South Yorkshire ICB - 03N,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,55,Age-standardised,20.4,15.3,26.5
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,16,Age-standardised,21.8,12.5,35.5
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,24,Age-standardised,36.3,23.2,54
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,21,Age-standardised,16.8,10.4,25.7
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,28,Age-standardised,22.5,14.9,32.6
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,24,Age-standardised,27.1,17.3,40.5
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,29,Age-standardised,23.3,15.6,33.5
E38000086,NHS Suffolk and North East Essex ICB - 06L,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,57,Age-standardised,24.7,18.7,32.1
E38000117,NHS Suffolk and North East Essex ICB - 06T,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,49,Age-standardised,25.4,18.7,33.6
E38000204,NHS Suffolk and North East Essex ICB - 07K,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,32,Age-standardised,26.1,17.8,36.9
E38000264,NHS Surrey Heartlands ICB - 92A,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,129,Age-standardised,23.8,19.8,28.3
E38000021,NHS Sussex ICB - 09D,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,39,Age-standardised,33.9,23.9,46.5
E38000265,NHS Sussex ICB - 70F,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,135,Age-standardised,26.8,22.4,31.8
E38000235,NHS Sussex ICB - 97R,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,69,Age-standardised,19,14.7,24.1
E38000025,NHS West Yorkshire ICB - 02T,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,21,Age-standardised,19.3,11.9,29.5
E38000190,NHS West Yorkshire ICB - 03R,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,30,Age-standardised,16.7,11.3,23.9
E38000225,NHS West Yorkshire ICB - 15F,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,58,Age-standardised,16,12.1,20.8
E38000232,NHS West Yorkshire ICB - 36J,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,62,Age-standardised,22.7,17.4,29.1
E38000254,NHS West Yorkshire ICB - X2C4Y,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,30,Age-standardised,13.9,9.3,19.8
