SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000215,NHS North East and North Cumbria ICB - 01H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",48,Age-standardised,24.3,17.9,32.3
E38000212,NHS North East and North Cumbria ICB - 13T,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",52,Age-standardised,22.3,16.6,29.2
E38000247,NHS North East and North Cumbria ICB - 16C,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",90,Age-standardised,24.9,20,30.7
E38000234,NHS North East and North Cumbria ICB - 84H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",78,Age-standardised,26.4,20.9,33
E38000127,NHS North East and North Cumbria ICB - 99C,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",26,Age-standardised,21.7,14.2,31.9
E38000255,NHS North East London ICB - A3A8R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",199,Age-standardised,28.5,24.6,32.8
E38000256,NHS North West London ICB - W2U3Z,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",274,Age-standardised,31.4,27.8,35.4
E38000262,NHS Northamptonshire ICB - 78H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",102,Age-standardised,26.8,21.9,32.6
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",24,Age-standardised,37,23.7,55.1
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",141,Age-standardised,27.5,23.1,32.5
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",76,Age-standardised,25.6,20.1,32.1
E38000150,NHS Somerset ICB - 11X,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",80,Age-standardised,21.6,17.1,27
E38000244,NHS South East London ICB - 72Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",178,Age-standardised,25.5,21.8,29.5
E38000245,NHS South West London ICB - 36L,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",155,Age-standardised,25,21.1,29.3
E38000006,NHS South Yorkshire ICB - 02P,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",34,Age-standardised,25.4,17.6,35.5
E38000044,NHS South Yorkshire ICB - 02X,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",50,Age-standardised,30.8,22.9,40.6
E38000141,NHS South Yorkshire ICB - 03L,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",48,Age-standardised,34.1,25.1,45.2
E38000146,NHS South Yorkshire ICB - 03N,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",78,Age-standardised,29.9,23.6,37.3
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",17,Age-standardised,22.8,13.3,36.6
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",17,Age-standardised,25.4,14.8,40.7
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",38,Age-standardised,29.4,20.7,40.4
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",40,Age-standardised,29.8,21.2,40.6
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",17,Age-standardised,18.3,10.6,29.3
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",51,Age-standardised,40.2,29.9,52.8
E38000086,NHS Suffolk and North East Essex ICB - 06L,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",63,Age-standardised,25.4,19.5,32.6
E38000117,NHS Suffolk and North East Essex ICB - 06T,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",48,Age-standardised,24.4,17.9,32.4
E38000204,NHS Suffolk and North East Essex ICB - 07K,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",35,Age-standardised,26.7,18.5,37.2
E38000264,NHS Surrey Heartlands ICB - 92A,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",149,Age-standardised,27.2,23,32
E38000021,NHS Sussex ICB - 09D,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",35,Age-standardised,29.3,20.3,40.9
E38000265,NHS Sussex ICB - 70F,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",146,Age-standardised,28.6,24.1,33.7
E38000235,NHS Sussex ICB - 97R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",108,Age-standardised,29.8,24.3,36.1
E38000025,NHS West Yorkshire ICB - 02T,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",28,Age-standardised,25.1,16.7,36.3
E38000190,NHS West Yorkshire ICB - 03R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",43,Age-standardised,23.5,17,31.7
E38000225,NHS West Yorkshire ICB - 15F,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",74,Age-standardised,21.2,16.6,26.6
E38000232,NHS West Yorkshire ICB - 36J,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",74,Age-standardised,26.6,20.9,33.5
E38000254,NHS West Yorkshire ICB - X2C4Y,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",52,Age-standardised,24.1,18,31.6
