SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",256,Age-standardised,29,25.6,32.8
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",124,Age-standardised,26.8,22.2,32
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",98,Age-standardised,36.1,29.3,44
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",80,Age-standardised,28.4,22.5,35.4
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",35,Age-standardised,22.4,15.6,31.2
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",56,Age-standardised,27.5,20.7,35.8
E38000085,NHS Humber and North Yorkshire ICB - 03F,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",42,Age-standardised,37.3,26.8,50.5
E38000119,NHS Humber and North Yorkshire ICB - 03H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",37,Age-standardised,42.3,29.7,58.5
E38000122,NHS Humber and North Yorkshire ICB - 03K,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",32,Age-standardised,33.4,22.8,47.2
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",54,Age-standardised,28.1,21.1,36.7
E38000241,NHS Humber and North Yorkshire ICB - 42D,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",76,Age-standardised,28.1,22.1,35.3
E38000237,NHS Kent and Medway ICB - 91Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",287,Age-standardised,29.7,26.3,33.3
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",20,Age-standardised,31.4,19.1,48.6
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",21,Age-standardised,29.1,18,44.5
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",33,Age-standardised,35.3,24.3,49.6
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",49,Age-standardised,25.1,18.6,33.2
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",30,Age-standardised,31.4,21.1,44.8
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",66,Age-standardised,33.6,26,42.8
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",19,Age-standardised,29.7,17.8,46.3
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",36,Age-standardised,27.6,19.3,38.4
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",53,Age-standardised,27.8,20.8,36.4
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",49,Age-standardised,37.4,27.5,49.6
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",75,Age-standardised,36.4,28.7,45.7
E38000238,NHS Lincolnshire ICB - 71E,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",152,Age-standardised,34,28.8,39.9
E38000106,NHS Mid and South Essex ICB - 06Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",48,Age-standardised,22.4,16.5,29.7
E38000185,NHS Mid and South Essex ICB - 07G,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",24,Age-standardised,33.4,21.3,49.8
E38000007,NHS Mid and South Essex ICB - 99E,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",41,Age-standardised,31.1,22.3,42.3
E38000030,NHS Mid and South Essex ICB - 99F,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",37,Age-standardised,34.8,24.3,48.1
E38000168,NHS Mid and South Essex ICB - 99G,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",27,Age-standardised,28.3,18.6,41.2
E38000239,NHS Norfolk and Waveney ICB - 26A,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",191,Age-standardised,30.3,26.1,35
E38000240,NHS North Central London ICB - 93C,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",183,Age-standardised,32,27.5,37.1
E38000130,NHS North East and North Cumbria ICB - 00L,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",49,Age-standardised,24.5,18.1,32.5
E38000163,NHS North East and North Cumbria ICB - 00N,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",18,Age-standardised,21.3,12.6,33.8
E38000176,NHS North East and North Cumbria ICB - 00P,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",38,Age-standardised,25.1,17.7,34.4
E38000215,NHS North East and North Cumbria ICB - 01H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",61,Age-standardised,31.5,24.1,40.5
E38000212,NHS North East and North Cumbria ICB - 13T,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",59,Age-standardised,26.3,20,33.9
E38000247,NHS North East and North Cumbria ICB - 16C,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",104,Age-standardised,29.5,24.1,35.7
E38000234,NHS North East and North Cumbria ICB - 84H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",95,Age-standardised,32.9,26.6,40.3
E38000127,NHS North East and North Cumbria ICB - 99C,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",25,Age-standardised,21.8,14.1,32.2
E38000255,NHS North East London ICB - A3A8R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",223,Age-standardised,34,29.6,38.9
E38000256,NHS North West London ICB - W2U3Z,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",257,Age-standardised,31.1,27.4,35.1
E38000262,NHS Northamptonshire ICB - 78H,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",111,Age-standardised,30.1,24.8,36.3
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",15,Age-standardised,22.1,12.4,36.5
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",178,Age-standardised,35.9,30.8,41.6
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",72,Age-standardised,25.5,20,32.2
E38000150,NHS Somerset ICB - 11X,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",96,Age-standardised,28.2,22.8,34.5
E38000244,NHS South East London ICB - 72Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",216,Age-standardised,32.1,27.9,36.8
E38000245,NHS South West London ICB - 36L,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",188,Age-standardised,31.1,26.8,36
E38000006,NHS South Yorkshire ICB - 02P,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",33,Age-standardised,25.5,17.6,35.9
E38000044,NHS South Yorkshire ICB - 02X,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",66,Age-standardised,40.9,31.6,52
E38000141,NHS South Yorkshire ICB - 03L,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",46,Age-standardised,33.4,24.4,44.5
E38000146,NHS South Yorkshire ICB - 03N,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",73,Age-standardised,28.7,22.4,36.1
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",27,Age-standardised,36.7,24.2,53.4
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",14,Age-standardised,20.7,11.3,34.8
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",41,Age-standardised,33.4,23.9,45.3
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",47,Age-standardised,36.1,26.4,48
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",29,Age-standardised,31.7,21.1,45.6
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",51,Age-standardised,41.4,30.9,54.5
E38000086,NHS Suffolk and North East Essex ICB - 06L,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",62,Age-standardised,25.1,19.2,32.3
E38000117,NHS Suffolk and North East Essex ICB - 06T,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",57,Age-standardised,29.8,22.5,38.7
E38000204,NHS Suffolk and North East Essex ICB - 07K,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",47,Age-standardised,35.6,26.1,47.3
E38000264,NHS Surrey Heartlands ICB - 92A,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",144,Age-standardised,27.3,23,32.1
E38000021,NHS Sussex ICB - 09D,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",31,Age-standardised,27.4,18.5,39
E38000265,NHS Sussex ICB - 70F,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",128,Age-standardised,25.6,21.3,30.5
E38000235,NHS Sussex ICB - 97R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",113,Age-standardised,32,26.3,38.6
E38000025,NHS West Yorkshire ICB - 02T,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",28,Age-standardised,25.7,17.1,37.2
E38000190,NHS West Yorkshire ICB - 03R,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",53,Age-standardised,29.9,22.4,39.1
E38000225,NHS West Yorkshire ICB - 15F,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",85,Age-standardised,24.6,19.7,30.5
E38000232,NHS West Yorkshire ICB - 36J,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",84,Age-standardised,31.9,25.4,39.5
E38000254,NHS West Yorkshire ICB - X2C4Y,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",59,Age-standardised,28.1,21.3,36.2
