SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000174,NHS Greater Manchester ICB - 01W,C91-C95,Leukaemia,42,Age-standardised,14.2,10.2,19.2
E38000263,NHS Greater Manchester ICB - 01Y,C91-C95,Leukaemia,30,Age-standardised,13.7,9.2,19.5
E38000187,NHS Greater Manchester ICB - 02A,C91-C95,Leukaemia,40,Age-standardised,18.2,13,24.8
E38000205,NHS Greater Manchester ICB - 02H,C91-C95,Leukaemia,39,Age-standardised,12.3,8.7,16.8
E38000217,NHS Greater Manchester ICB - 14L,C91-C95,Leukaemia,62,Age-standardised,19,14.3,24.7
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C91-C95,Leukaemia,23,Age-standardised,13.2,8.3,19.9
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C91-C95,Leukaemia,242,Age-standardised,14.1,12.4,16
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C91-C95,Leukaemia,165,Age-standardised,18.8,16,21.9
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C91-C95,Leukaemia,75,Age-standardised,14.1,11.1,17.7
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C91-C95,Leukaemia,84,Age-standardised,15.7,12.5,19.4
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C91-C95,Leukaemia,54,Age-standardised,17.9,13.4,23.4
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C91-C95,Leukaemia,80,Age-standardised,20.2,15.9,25.1
E38000085,NHS Humber and North Yorkshire ICB - 03F,C91-C95,Leukaemia,30,Age-standardised,13.8,9.3,19.8
E38000119,NHS Humber and North Yorkshire ICB - 03H,C91-C95,Leukaemia,37,Age-standardised,22.8,16,31.4
E38000122,NHS Humber and North Yorkshire ICB - 03K,C91-C95,Leukaemia,37,Age-standardised,20.3,14.3,28.1
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C91-C95,Leukaemia,61,Age-standardised,16.1,12.3,20.6
E38000241,NHS Humber and North Yorkshire ICB - 42D,C91-C95,Leukaemia,95,Age-standardised,19,15.3,23.2
E38000237,NHS Kent and Medway ICB - 91Q,C91-C95,Leukaemia,276,Age-standardised,15,13.3,16.8
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C91-C95,Leukaemia,16,Age-standardised,13.4,7.6,21.8
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C91-C95,Leukaemia,25,Age-standardised,17.4,11.2,25.7
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C91-C95,Leukaemia,24,Age-standardised,13.6,8.7,20.2
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C91-C95,Leukaemia,58,Age-standardised,15.5,11.8,20.1
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C91-C95,Leukaemia,26,Age-standardised,13.9,9.1,20.4
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C91-C95,Leukaemia,63,Age-standardised,17.1,13.1,21.9
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C91-C95,Leukaemia,23,Age-standardised,18.7,11.8,28.1
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C91-C95,Leukaemia,42,Age-standardised,16.8,12,22.8
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C91-C95,Leukaemia,65,Age-standardised,18,13.9,23
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C91-C95,Leukaemia,43,Age-standardised,16.4,11.8,22.3
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C91-C95,Leukaemia,52,Age-standardised,13,9.7,17
E38000238,NHS Lincolnshire ICB - 71E,C91-C95,Leukaemia,151,Age-standardised,17.6,14.9,20.7
E38000106,NHS Mid and South Essex ICB - 06Q,C91-C95,Leukaemia,75,Age-standardised,18.4,14.5,23.1
E38000185,NHS Mid and South Essex ICB - 07G,C91-C95,Leukaemia,28,Age-standardised,20.4,13.4,29.6
E38000007,NHS Mid and South Essex ICB - 99E,C91-C95,Leukaemia,40,Age-standardised,16.1,11.5,22
E38000030,NHS Mid and South Essex ICB - 99F,C91-C95,Leukaemia,33,Age-standardised,17.1,11.7,24
E38000168,NHS Mid and South Essex ICB - 99G,C91-C95,Leukaemia,30,Age-standardised,16.7,11.2,23.8
E38000239,NHS Norfolk and Waveney ICB - 26A,C91-C95,Leukaemia,174,Age-standardised,14.4,12.4,16.8
E38000240,NHS North Central London ICB - 93C,C91-C95,Leukaemia,191,Age-standardised,17.1,14.7,19.8
E38000130,NHS North East and North Cumbria ICB - 00L,C91-C95,Leukaemia,72,Age-standardised,19.5,15.2,24.5
E38000163,NHS North East and North Cumbria ICB - 00N,C91-C95,Leukaemia,32,Age-standardised,20.5,14,29
E38000176,NHS North East and North Cumbria ICB - 00P,C91-C95,Leukaemia,43,Age-standardised,15.6,11.3,21.1
E38000215,NHS North East and North Cumbria ICB - 01H,C91-C95,Leukaemia,58,Age-standardised,16.1,12.2,20.8
E38000212,NHS North East and North Cumbria ICB - 13T,C91-C95,Leukaemia,78,Age-standardised,17.5,13.8,21.8
E38000247,NHS North East and North Cumbria ICB - 16C,C91-C95,Leukaemia,116,Age-standardised,17.3,14.3,20.7
E38000234,NHS North East and North Cumbria ICB - 84H,C91-C95,Leukaemia,82,Age-standardised,15.1,12,18.8
E38000127,NHS North East and North Cumbria ICB - 99C,C91-C95,Leukaemia,33,Age-standardised,15.6,10.7,21.9
E38000255,NHS North East London ICB - A3A8R,C91-C95,Leukaemia,205,Age-standardised,14.2,12.2,16.4
E38000256,NHS North West London ICB - W2U3Z,C91-C95,Leukaemia,258,Age-standardised,16.1,14.1,18.2
E38000262,NHS Northamptonshire ICB - 78H,C91-C95,Leukaemia,132,Age-standardised,18.8,15.7,22.2
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C91-C95,Leukaemia,23,Age-standardised,17.6,11.2,26.4
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C91-C95,Leukaemia,146,Age-standardised,15,12.7,17.7
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C91-C95,Leukaemia,77,Age-standardised,14.3,11.3,17.9
E38000150,NHS Somerset ICB - 11X,C91-C95,Leukaemia,93,Age-standardised,14.6,11.7,17.9
E38000244,NHS South East London ICB - 72Q,C91-C95,Leukaemia,205,Age-standardised,15.9,13.7,18.2
E38000245,NHS South West London ICB - 36L,C91-C95,Leukaemia,171,Age-standardised,14.6,12.4,17
E38000006,NHS South Yorkshire ICB - 02P,C91-C95,Leukaemia,52,Age-standardised,21.3,15.9,27.9
E38000044,NHS South Yorkshire ICB - 02X,C91-C95,Leukaemia,62,Age-standardised,20.2,15.5,25.9
E38000141,NHS South Yorkshire ICB - 03L,C91-C95,Leukaemia,35,Age-standardised,13.2,9.2,18.3
E38000146,NHS South Yorkshire ICB - 03N,C91-C95,Leukaemia,98,Age-standardised,19.7,16,24.1
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C91-C95,Leukaemia,17,Age-standardised,12.4,7.2,19.8
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C91-C95,Leukaemia,35,Age-standardised,27.1,18.9,37.8
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C91-C95,Leukaemia,35,Age-standardised,14.6,10.2,20.4
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C91-C95,Leukaemia,37,Age-standardised,15,10.6,20.8
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C91-C95,Leukaemia,39,Age-standardised,22.4,15.9,30.6
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C91-C95,Leukaemia,41,Age-standardised,16.7,12,22.7
E38000086,NHS Suffolk and North East Essex ICB - 06L,C91-C95,Leukaemia,85,Age-standardised,18.5,14.7,22.9
E38000117,NHS Suffolk and North East Essex ICB - 06T,C91-C95,Leukaemia,91,Age-standardised,24,19.3,29.5
E38000204,NHS Suffolk and North East Essex ICB - 07K,C91-C95,Leukaemia,41,Age-standardised,16.2,11.6,22
E38000264,NHS Surrey Heartlands ICB - 92A,C91-C95,Leukaemia,144,Age-standardised,13.8,11.6,16.3
E38000021,NHS Sussex ICB - 09D,C91-C95,Leukaemia,51,Age-standardised,22.4,16.6,29.6
E38000265,NHS Sussex ICB - 70F,C91-C95,Leukaemia,149,Age-standardised,15.7,13.2,18.4
E38000235,NHS Sussex ICB - 97R,C91-C95,Leukaemia,88,Age-standardised,13.4,10.7,16.6
E38000025,NHS West Yorkshire ICB - 02T,C91-C95,Leukaemia,40,Age-standardised,19.6,14,26.7
E38000190,NHS West Yorkshire ICB - 03R,C91-C95,Leukaemia,60,Age-standardised,17.7,13.5,22.8
E38000225,NHS West Yorkshire ICB - 15F,C91-C95,Leukaemia,118,Age-standardised,17.9,14.8,21.4
E38000232,NHS West Yorkshire ICB - 36J,C91-C95,Leukaemia,79,Age-standardised,15.8,12.5,19.7
E38000254,NHS West Yorkshire ICB - X2C4Y,C91-C95,Leukaemia,69,Age-standardised,16.8,13.1,21.3
Grand Total,,,,,,,,
