SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,LCI,UCI,Rate
E38000135,NHS Greater Manchester ICB - 00Y,C64,"Malignant neoplasm of kidney, except renal pelvis",46,Age-standardised,16.3,29.7,22.2
E38000080,NHS Greater Manchester ICB - 01D,C64,"Malignant neoplasm of kidney, except renal pelvis",33,Age-standardised,11.5,23.5,16.7
E38000143,NHS Greater Manchester ICB - 01G,C64,"Malignant neoplasm of kidney, except renal pelvis",43,Age-standardised,15.5,29,21.5
E38000174,NHS Greater Manchester ICB - 01W,C64,"Malignant neoplasm of kidney, except renal pelvis",65,Age-standardised,16.7,27.6,21.6
E38000263,NHS Greater Manchester ICB - 01Y,C64,"Malignant neoplasm of kidney, except renal pelvis",40,Age-standardised,13.6,25.9,19
E38000187,NHS Greater Manchester ICB - 02A,C64,"Malignant neoplasm of kidney, except renal pelvis",56,Age-standardised,18.8,32.4,25
E38000205,NHS Greater Manchester ICB - 02H,C64,"Malignant neoplasm of kidney, except renal pelvis",85,Age-standardised,20.8,32.3,26.1
E38000217,NHS Greater Manchester ICB - 14L,C64,"Malignant neoplasm of kidney, except renal pelvis",70,Age-standardised,17.2,28.2,22.2
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C64,"Malignant neoplasm of kidney, except renal pelvis",31,Age-standardised,12.1,25.4,17.8
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C64,"Malignant neoplasm of kidney, except renal pelvis",345,Age-standardised,18,22.3,20
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C64,"Malignant neoplasm of kidney, except renal pelvis",160,Age-standardised,15.3,21.1,18
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C64,"Malignant neoplasm of kidney, except renal pelvis",100,Age-standardised,15.4,23.1,18.9
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C64,"Malignant neoplasm of kidney, except renal pelvis",90,Age-standardised,13.5,20.6,16.8
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C64,"Malignant neoplasm of kidney, except renal pelvis",48,Age-standardised,11.6,20.9,15.8
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C64,"Malignant neoplasm of kidney, except renal pelvis",63,Age-standardised,12,20.1,15.6
E38000085,NHS Humber and North Yorkshire ICB - 03F,C64,"Malignant neoplasm of kidney, except renal pelvis",66,Age-standardised,23.1,38.1,29.9
E38000119,NHS Humber and North Yorkshire ICB - 03H,C64,"Malignant neoplasm of kidney, except renal pelvis",49,Age-standardised,21.7,38.8,29.3
E38000122,NHS Humber and North Yorkshire ICB - 03K,C64,"Malignant neoplasm of kidney, except renal pelvis",46,Age-standardised,18.1,33.1,24.8
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C64,"Malignant neoplasm of kidney, except renal pelvis",99,Age-standardised,21.2,31.8,26.1
E38000241,NHS Humber and North Yorkshire ICB - 42D,C64,"Malignant neoplasm of kidney, except renal pelvis",116,Age-standardised,18.7,27.3,22.7
E38000237,NHS Kent and Medway ICB - 91Q,C64,"Malignant neoplasm of kidney, except renal pelvis",396,Age-standardised,19.2,23.5,21.3
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C64,"Malignant neoplasm of kidney, except renal pelvis",26,Age-standardised,14.2,32,21.8
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C64,"Malignant neoplasm of kidney, except renal pelvis",43,Age-standardised,21.6,40.3,29.9
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C64,"Malignant neoplasm of kidney, except renal pelvis",37,Age-standardised,14.4,28.3,20.5
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C64,"Malignant neoplasm of kidney, except renal pelvis",72,Age-standardised,14.8,23.8,18.9
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C64,"Malignant neoplasm of kidney, except renal pelvis",30,Age-standardised,10.7,22.6,15.8
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C64,"Malignant neoplasm of kidney, except renal pelvis",67,Age-standardised,13.7,22.6,17.8
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C64,"Malignant neoplasm of kidney, except renal pelvis",23,Age-standardised,11.4,26.9,18
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C64,"Malignant neoplasm of kidney, except renal pelvis",45,Age-standardised,12.9,23.9,17.8
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C64,"Malignant neoplasm of kidney, except renal pelvis",56,Age-standardised,11.5,19.8,15.2
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C64,"Malignant neoplasm of kidney, except renal pelvis",29,Age-standardised,7.9,17.1,11.9
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C64,"Malignant neoplasm of kidney, except renal pelvis",76,Age-standardised,14.8,23.5,18.7
E38000238,NHS Lincolnshire ICB - 71E,C64,"Malignant neoplasm of kidney, except renal pelvis",178,Age-standardised,17.2,23.2,20
E38000106,NHS Mid and South Essex ICB - 06Q,C64,"Malignant neoplasm of kidney, except renal pelvis",89,Age-standardised,17.1,26.2,21.3
E38000185,NHS Mid and South Essex ICB - 07G,C64,"Malignant neoplasm of kidney, except renal pelvis",19,Age-standardised,8.4,22.1,14.1
E38000007,NHS Mid and South Essex ICB - 99E,C64,"Malignant neoplasm of kidney, except renal pelvis",53,Age-standardised,15.6,27.3,20.8
E38000030,NHS Mid and South Essex ICB - 99F,C64,"Malignant neoplasm of kidney, except renal pelvis",35,Age-standardised,12.4,25,17.9
E38000168,NHS Mid and South Essex ICB - 99G,C64,"Malignant neoplasm of kidney, except renal pelvis",23,Age-standardised,8.2,19.3,12.9
E38000239,NHS Norfolk and Waveney ICB - 26A,C64,"Malignant neoplasm of kidney, except renal pelvis",199,Age-standardised,14.3,19,16.5
E38000240,NHS North Central London ICB - 93C,C64,"Malignant neoplasm of kidney, except renal pelvis",198,Age-standardised,15.1,20.2,17.6
E38000130,NHS North East and North Cumbria ICB - 00L,C64,"Malignant neoplasm of kidney, except renal pelvis",91,Age-standardised,18.8,28.7,23.3
E38000163,NHS North East and North Cumbria ICB - 00N,C64,"Malignant neoplasm of kidney, except renal pelvis",34,Age-standardised,14.8,29.9,21.4
E38000176,NHS North East and North Cumbria ICB - 00P,C64,"Malignant neoplasm of kidney, except renal pelvis",70,Age-standardised,19.4,31.5,24.9
E38000215,NHS North East and North Cumbria ICB - 01H,C64,"Malignant neoplasm of kidney, except renal pelvis",66,Age-standardised,13.8,22.7,17.8
E38000212,NHS North East and North Cumbria ICB - 13T,C64,"Malignant neoplasm of kidney, except renal pelvis",85,Age-standardised,15.1,23.4,18.9
E38000247,NHS North East and North Cumbria ICB - 16C,C64,"Malignant neoplasm of kidney, except renal pelvis",143,Age-standardised,17.8,24.9,21.1
E38000234,NHS North East and North Cumbria ICB - 84H,C64,"Malignant neoplasm of kidney, except renal pelvis",126,Age-standardised,18.8,27,22.6
E38000127,NHS North East and North Cumbria ICB - 99C,C64,"Malignant neoplasm of kidney, except renal pelvis",49,Age-standardised,16.6,29.7,22.4
E38000255,NHS North East London ICB - A3A8R,C64,"Malignant neoplasm of kidney, except renal pelvis",222,Age-standardised,14.7,19.3,16.9
E38000256,NHS North West London ICB - W2U3Z,C64,"Malignant neoplasm of kidney, except renal pelvis",271,Age-standardised,14.5,18.5,16.4
E38000262,NHS Northamptonshire ICB - 78H,C64,"Malignant neoplasm of kidney, except renal pelvis",134,Age-standardised,15.6,22.1,18.7
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C64,"Malignant neoplasm of kidney, except renal pelvis",27,Age-standardised,13.9,30.8,21.2
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C64,"Malignant neoplasm of kidney, except renal pelvis",176,Age-standardised,15.5,20.9,18
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C64,"Malignant neoplasm of kidney, except renal pelvis",139,Age-standardised,21.1,29.7,25.2
E38000150,NHS Somerset ICB - 11X,C64,"Malignant neoplasm of kidney, except renal pelvis",136,Age-standardised,16.8,23.8,20.1
E38000244,NHS South East London ICB - 72Q,C64,"Malignant neoplasm of kidney, except renal pelvis",184,Age-standardised,11.8,16,13.8
E38000245,NHS South West London ICB - 36L,C64,"Malignant neoplasm of kidney, except renal pelvis",175,Age-standardised,12.5,17,14.6
E38000006,NHS South Yorkshire ICB - 02P,C64,"Malignant neoplasm of kidney, except renal pelvis",65,Age-standardised,20.1,33.2,26
E38000044,NHS South Yorkshire ICB - 02X,C64,"Malignant neoplasm of kidney, except renal pelvis",53,Age-standardised,12.7,22.2,17
E38000141,NHS South Yorkshire ICB - 03L,C64,"Malignant neoplasm of kidney, except renal pelvis",58,Age-standardised,16.6,28.2,21.8
E38000146,NHS South Yorkshire ICB - 03N,C64,"Malignant neoplasm of kidney, except renal pelvis",99,Age-standardised,16.1,24.2,19.8
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C64,"Malignant neoplasm of kidney, except renal pelvis",20,Age-standardised,8.7,22,14.2
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C64,"Malignant neoplasm of kidney, except renal pelvis",25,Age-standardised,12.2,27.9,18.9
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C64,"Malignant neoplasm of kidney, except renal pelvis",47,Age-standardised,14.4,26.1,19.6
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C64,"Malignant neoplasm of kidney, except renal pelvis",43,Age-standardised,11.9,22.2,16.5
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C64,"Malignant neoplasm of kidney, except renal pelvis",27,Age-standardised,9.9,22,15.1
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C64,"Malignant neoplasm of kidney, except renal pelvis",38,Age-standardised,11,21.4,15.6
E38000086,NHS Suffolk and North East Essex ICB - 06L,C64,"Malignant neoplasm of kidney, except renal pelvis",94,Age-standardised,16.3,24.8,20.2
E38000117,NHS Suffolk and North East Essex ICB - 06T,C64,"Malignant neoplasm of kidney, except renal pelvis",83,Age-standardised,18,28.1,22.6
E38000204,NHS Suffolk and North East Essex ICB - 07K,C64,"Malignant neoplasm of kidney, except renal pelvis",34,Age-standardised,9.3,18.8,13.4
E38000264,NHS Surrey Heartlands ICB - 92A,C64,"Malignant neoplasm of kidney, except renal pelvis",214,Age-standardised,17.8,23.4,20.4
E38000021,NHS Sussex ICB - 09D,C64,"Malignant neoplasm of kidney, except renal pelvis",38,Age-standardised,11.8,23.3,16.9
E38000265,NHS Sussex ICB - 70F,C64,"Malignant neoplasm of kidney, except renal pelvis",195,Age-standardised,17.7,23.6,20.5
E38000235,NHS Sussex ICB - 97R,C64,"Malignant neoplasm of kidney, except renal pelvis",100,Age-standardised,12.1,18.2,14.9
E38000025,NHS West Yorkshire ICB - 02T,C64,"Malignant neoplasm of kidney, except renal pelvis",49,Age-standardised,17.3,31,23.4
E38000190,NHS West Yorkshire ICB - 03R,C64,"Malignant neoplasm of kidney, except renal pelvis",89,Age-standardised,20.8,31.9,25.9
E38000225,NHS West Yorkshire ICB - 15F,C64,"Malignant neoplasm of kidney, except renal pelvis",151,Age-standardised,19.4,26.8,22.9
E38000232,NHS West Yorkshire ICB - 36J,C64,"Malignant neoplasm of kidney, except renal pelvis",95,Age-standardised,15,22.6,18.5
E38000254,NHS West Yorkshire ICB - X2C4Y,C64,"Malignant neoplasm of kidney, except renal pelvis",82,Age-standardised,15.9,24.8,20
