SICBL23CD,SICBL23NM,ICD10_code,Site_description,Type_of_rate,Rate,LCI,UCI,Sum of Count
E38000194,NHS Cheshire and Merseyside ICB - 02E,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,79.1,67.5,92,166
E38000208,NHS Cheshire and Merseyside ICB - 12F,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,80.6,71.6,90.4,293
E38000233,NHS Cheshire and Merseyside ICB - 27D,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,58.3,53.3,63.7,489
E38000101,NHS Cheshire and Merseyside ICB - 99A,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,121.8,111.1,133.3,476
E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,59.1,53.6,65,430
E38000251,NHS Coventry and Warwickshire ICB - B2M3M,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,68.4,63,74,607
E38000261,NHS Derby and Derbyshire ICB - 15M,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,69.5,64.7,74.5,786
E38000230,NHS Devon ICB - 15N,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,57.5,53.6,61.5,843
E38000045,NHS Dorset ICB - 11J,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,58.2,53.5,63.2,573
E38000252,NHS Frimley ICB - D4U1Y,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,59.8,54,66.1,389
E38000062,NHS Gloucestershire ICB - 11M,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,50.4,45.3,55.9,360
E38000016,NHS Greater Manchester ICB - 00T,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,88.1,77,100.2,230
E38000024,NHS Greater Manchester ICB - 00V,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,79.5,67.1,93.5,146
E38000135,NHS Greater Manchester ICB - 00Y,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,103.3,89.8,118.3,209
E38000080,NHS Greater Manchester ICB - 01D,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,98.6,85.1,113.6,192
E38000143,NHS Greater Manchester ICB - 01G,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,108.9,94.7,124.6,212
E38000174,NHS Greater Manchester ICB - 01W,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,69.4,60.4,79.4,212
E38000263,NHS Greater Manchester ICB - 01Y,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,109.1,95.4,124.2,229
E38000187,NHS Greater Manchester ICB - 02A,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,65.2,55,76.8,145
E38000205,NHS Greater Manchester ICB - 02H,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,81.6,72.1,92,268
E38000217,NHS Greater Manchester ICB - 14L,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,139,125.5,153.6,398
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,91,77,106.8,151
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,61.2,57.6,64.9,1096
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,54.6,49.9,59.6,505
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,52.9,46.9,59.5,280
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,52.5,46.6,59,286
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,59.1,50.7,68.4,179
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,62,54.7,69.9,266
E38000085,NHS Humber and North Yorkshire ICB - 03F,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,124.8,110.1,141,261
E38000119,NHS Humber and North Yorkshire ICB - 03H,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,88.4,74.9,103.6,152
E38000122,NHS Humber and North Yorkshire ICB - 03K,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,71.1,59.6,84.1,136
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,61,53.5,69.3,238
E38000241,NHS Humber and North Yorkshire ICB - 42D,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,60.2,53.8,67.1,328
E38000237,NHS Kent and Medway ICB - 91Q,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,67.3,63.7,71.1,1280
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,86.2,70.2,104.9,101
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,104,88.2,121.9,153
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,71.2,59.5,84.6,130
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,76.9,68.4,86.2,296
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,79.6,67.3,93.4,150
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,70.7,62.6,79.5,281
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,72.5,58.5,88.8,94
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,60.3,51.4,70.3,165
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,60.6,53.1,68.9,235
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,69.3,59,80.9,163
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,71,63.1,79.5,297
E38000238,NHS Lincolnshire ICB - 71E,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,64.3,59.2,69.8,590
E38000106,NHS Mid and South Essex ICB - 06Q,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,51.1,44.5,58.3,218
E38000185,NHS Mid and South Essex ICB - 07G,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,88,72.4,105.9,113
E38000007,NHS Mid and South Essex ICB - 99E,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,66.3,56.7,77.1,169
E38000030,NHS Mid and South Essex ICB - 99F,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,63.8,53.6,75.4,140
E38000168,NHS Mid and South Essex ICB - 99G,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,65.4,54.2,78.2,121
E38000239,NHS Norfolk and Waveney ICB - 26A,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,61.6,57.4,66.1,788
E38000240,NHS North Central London ICB - 93C,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,70.6,65.5,76,728
E38000130,NHS North East and North Cumbria ICB - 00L,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,73.5,65.4,82.3,303
E38000163,NHS North East and North Cumbria ICB - 00N,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,99.7,84.8,116.4,160
E38000176,NHS North East and North Cumbria ICB - 00P,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,94.1,83.2,106,270
E38000215,NHS North East and North Cumbria ICB - 01H,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,73.3,65,82.2,287
E38000212,NHS North East and North Cumbria ICB - 13T,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,106.4,97,116.5,471
E38000247,NHS North East and North Cumbria ICB - 16C,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,102,94.5,109.8,698
E38000234,NHS North East and North Cumbria ICB - 84H,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,96.4,88.5,104.8,550
E38000127,NHS North East and North Cumbria ICB - 99C,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,78.7,67.4,91.3,173
E38000255,NHS North East London ICB - A3A8R,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,72.4,67.6,77.5,857
E38000256,NHS North West London ICB - W2U3Z,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,54.2,50.5,58,843
E38000262,NHS Northamptonshire ICB - 78H,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,63.7,58,69.8,456
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,83.5,68.7,100.5,112
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,72.8,67.6,78.4,710
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,57.7,51.6,64.3,330
E38000150,NHS Somerset ICB - 11X,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,60.5,54.8,66.5,423
E38000244,NHS South East London ICB - 72Q,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,71.8,67.1,76.8,873
E38000245,NHS South West London ICB - 36L,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,56,51.6,60.6,623
E38000006,NHS South Yorkshire ICB - 02P,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,84.1,73.2,96.3,212
E38000044,NHS South Yorkshire ICB - 02X,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,89.2,79,100.3,279
E38000141,NHS South Yorkshire ICB - 03L,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,81.7,71.3,93.2,222
E38000146,NHS South Yorkshire ICB - 03N,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,88.8,80.7,97.5,443
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,58.7,46.8,72.7,84
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,66.2,53.1,81.4,89
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,64,54.5,74.7,161
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,64.5,55.1,74.9,170
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,64.9,53.8,77.6,121
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,99.6,87.4,113,242
E38000086,NHS Suffolk and North East Essex ICB - 06L,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,47.9,41.9,54.5,234
E38000117,NHS Suffolk and North East Essex ICB - 06T,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,73.1,64.9,82.1,290
E38000204,NHS Suffolk and North East Essex ICB - 07K,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,59.1,50.1,69.1,157
E38000264,NHS Surrey Heartlands ICB - 92A,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,49.8,45.6,54.2,531
E38000021,NHS Sussex ICB - 09D,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,68.4,57.7,80.5,146
E38000265,NHS Sussex ICB - 70F,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,52.8,48.4,57.5,535
E38000235,NHS Sussex ICB - 97R,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,56,50.6,61.8,408
E38000025,NHS West Yorkshire ICB - 02T,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,77.7,66.2,90.6,163
E38000190,NHS West Yorkshire ICB - 03R,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,82.5,73.2,92.6,288
E38000225,NHS West Yorkshire ICB - 15F,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,96,88.6,103.9,623
E38000232,NHS West Yorkshire ICB - 36J,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,73.1,65.9,81,370
E38000254,NHS West Yorkshire ICB - X2C4Y,C33-C34,"Malignant neoplasm of trachea, bronchus and lung",Age-standardised,66.1,58.5,74.4,272
Grand Total,,,,,,,,37237
