SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C61,Malignant neoplasm of prostate,119,Age-standardised,133.2,110.3,159.5
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C61,Malignant neoplasm of prostate,216,Age-standardised,115.9,100.9,132.4
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C61,Malignant neoplasm of prostate,88,Age-standardised,146.6,117.5,180.6
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C61,Malignant neoplasm of prostate,180,Age-standardised,142.7,122.5,165.2
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C61,Malignant neoplasm of prostate,263,Age-standardised,146.6,129.4,165.4
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C61,Malignant neoplasm of prostate,111,Age-standardised,103.6,84.9,125.1
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C61,Malignant neoplasm of prostate,274,Age-standardised,137.5,121.7,154.9
E38000238,NHS Lincolnshire ICB - 71E,C61,Malignant neoplasm of prostate,641,Age-standardised,147.9,136.6,159.9
E38000106,NHS Mid and South Essex ICB - 06Q,C61,Malignant neoplasm of prostate,269,Age-standardised,135.3,119.6,152.5
E38000185,NHS Mid and South Essex ICB - 07G,C61,Malignant neoplasm of prostate,82,Age-standardised,131.9,104.5,164.2
E38000007,NHS Mid and South Essex ICB - 99E,C61,Malignant neoplasm of prostate,132,Age-standardised,116.5,97.5,138.2
E38000030,NHS Mid and South Essex ICB - 99F,C61,Malignant neoplasm of prostate,126,Age-standardised,127,105.7,151.3
E38000168,NHS Mid and South Essex ICB - 99G,C61,Malignant neoplasm of prostate,104,Age-standardised,124,101.3,150.3
E38000239,NHS Norfolk and Waveney ICB - 26A,C61,Malignant neoplasm of prostate,873,Age-standardised,146.9,137.3,157
E38000240,NHS North Central London ICB - 93C,C61,Malignant neoplasm of prostate,777,Age-standardised,161.4,150.1,173.3
E38000130,NHS North East and North Cumbria ICB - 00L,C61,Malignant neoplasm of prostate,242,Age-standardised,125,109.7,141.9
E38000163,NHS North East and North Cumbria ICB - 00N,C61,Malignant neoplasm of prostate,94,Age-standardised,129.2,104.3,158.3
E38000176,NHS North East and North Cumbria ICB - 00P,C61,Malignant neoplasm of prostate,175,Age-standardised,131.8,112.9,152.9
E38000215,NHS North East and North Cumbria ICB - 01H,C61,Malignant neoplasm of prostate,260,Age-standardised,140.7,124.1,159
E38000212,NHS North East and North Cumbria ICB - 13T,C61,Malignant neoplasm of prostate,218,Age-standardised,106.1,92.4,121.2
E38000247,NHS North East and North Cumbria ICB - 16C,C61,Malignant neoplasm of prostate,365,Age-standardised,115.6,104.1,128.2
E38000234,NHS North East and North Cumbria ICB - 84H,C61,Malignant neoplasm of prostate,356,Age-standardised,132.5,119,147
E38000127,NHS North East and North Cumbria ICB - 99C,C61,Malignant neoplasm of prostate,158,Age-standardised,159.3,135.3,186.3
E38000255,NHS North East London ICB - A3A8R,C61,Malignant neoplasm of prostate,772,Age-standardised,137.3,127.5,147.6
E38000256,NHS North West London ICB - W2U3Z,C61,Malignant neoplasm of prostate,926,Age-standardised,128.9,120.6,137.5
E38000262,NHS Northamptonshire ICB - 78H,C61,Malignant neoplasm of prostate,449,Age-standardised,130.5,118.7,143.2
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C61,Malignant neoplasm of prostate,79,Age-standardised,120.7,95.5,150.4
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C61,Malignant neoplasm of prostate,577,Age-standardised,126.5,116.4,137.3
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C61,Malignant neoplasm of prostate,409,Age-standardised,152.2,137.8,167.8
E38000150,NHS Somerset ICB - 11X,C61,Malignant neoplasm of prostate,450,Age-standardised,135,122.8,148.1
E38000244,NHS South East London ICB - 72Q,C61,Malignant neoplasm of prostate,884,Age-standardised,155.5,145.2,166.4
E38000245,NHS South West London ICB - 36L,C61,Malignant neoplasm of prostate,895,Age-standardised,177.6,166,189.7
E38000006,NHS South Yorkshire ICB - 02P,C61,Malignant neoplasm of prostate,159,Age-standardised,133.9,113.8,156.6
E38000044,NHS South Yorkshire ICB - 02X,C61,Malignant neoplasm of prostate,147,Age-standardised,100.4,84.7,118
E38000141,NHS South Yorkshire ICB - 03L,C61,Malignant neoplasm of prostate,201,Age-standardised,158.7,137.5,182.3
E38000146,NHS South Yorkshire ICB - 03N,C61,Malignant neoplasm of prostate,334,Age-standardised,146.2,131,162.8
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C61,Malignant neoplasm of prostate,87,Age-standardised,129.5,103.6,159.8
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C61,Malignant neoplasm of prostate,80,Age-standardised,128.3,101.6,159.8
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C61,Malignant neoplasm of prostate,153,Age-standardised,127.8,108.3,149.8
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C61,Malignant neoplasm of prostate,142,Age-standardised,115.8,97.5,136.5
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C61,Malignant neoplasm of prostate,127,Age-standardised,144.2,120.2,171.7
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C61,Malignant neoplasm of prostate,158,Age-standardised,137.4,116.7,160.6
E38000086,NHS Suffolk and North East Essex ICB - 06L,C61,Malignant neoplasm of prostate,374,Age-standardised,163.7,147.5,181.2
E38000117,NHS Suffolk and North East Essex ICB - 06T,C61,Malignant neoplasm of prostate,291,Age-standardised,162.1,143.9,181.9
E38000204,NHS Suffolk and North East Essex ICB - 07K,C61,Malignant neoplasm of prostate,159,Age-standardised,130.1,110.6,152
E38000264,NHS Surrey Heartlands ICB - 92A,C61,Malignant neoplasm of prostate,873,Age-standardised,181.2,169.4,193.7
E38000021,NHS Sussex ICB - 09D,C61,Malignant neoplasm of prostate,130,Age-standardised,128.6,107.2,152.9
E38000265,NHS Sussex ICB - 70F,C61,Malignant neoplasm of prostate,726,Age-standardised,160,148.6,172.1
E38000235,NHS Sussex ICB - 97R,C61,Malignant neoplasm of prostate,550,Age-standardised,167.8,154,182.5
E38000025,NHS West Yorkshire ICB - 02T,C61,Malignant neoplasm of prostate,137,Age-standardised,138.5,116.1,163.9
E38000190,NHS West Yorkshire ICB - 03R,C61,Malignant neoplasm of prostate,296,Age-standardised,179.4,159.4,201.1
E38000225,NHS West Yorkshire ICB - 15F,C61,Malignant neoplasm of prostate,407,Age-standardised,138.3,125.1,152.4
E38000232,NHS West Yorkshire ICB - 36J,C61,Malignant neoplasm of prostate,324,Age-standardised,140.4,125.5,156.6
E38000254,NHS West Yorkshire ICB - X2C4Y,C61,Malignant neoplasm of prostate,355,Age-standardised,184.9,166.1,205.3
