SICBL23CD,SICBL23NM,ICD10_code,Site_description,Type_of_rate,Rate,LCI,UCI,Sum of Count
E38000172,NHS Cheshire and Merseyside ICB - 01X,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.7,7.8,11.9,97
E38000194,NHS Cheshire and Merseyside ICB - 02E,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.4,5.2,10.1,39
E38000208,NHS Cheshire and Merseyside ICB - 12F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,13.3,9.9,17.5,51
E38000233,NHS Cheshire and Merseyside ICB - 27D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.6,5.9,12.1,33
E38000101,NHS Cheshire and Merseyside ICB - 99A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.2,4.9,10.2,31
E38000089,NHS Cornwall and The Isles Of Scilly ICB - 11N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,16.4,10.3,24.8,22
E38000251,NHS Coventry and Warwickshire ICB - B2M3M,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.3,8.1,13,73
E38000261,NHS Derby and Derbyshire ICB - 15M,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,15.5,9.3,24.3,19
E38000230,NHS Devon ICB - 15N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.1,5,9.7,38
E38000045,NHS Dorset ICB - 11J,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.7,7.4,17.5,23
E38000252,NHS Frimley ICB - D4U1Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,13,8.6,18.8,28
E38000062,NHS Gloucestershire ICB - 11M,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.8,5.5,10.8,38
E38000016,NHS Greater Manchester ICB - 00T,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.3,8.1,12.9,74
E38000024,NHS Greater Manchester ICB - 00V,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.1,7,19.4,17
E38000135,NHS Greater Manchester ICB - 00Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.5,8.4,18,30
E38000080,NHS Greater Manchester ICB - 01D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,15.7,12.1,20.1,64
E38000143,NHS Greater Manchester ICB - 01G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,6.5,4.3,9.4,28
E38000174,NHS Greater Manchester ICB - 01W,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,6.7,4.3,9.8,26
E38000263,NHS Greater Manchester ICB - 01Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.4,5.4,15.3,16
E38000187,NHS Greater Manchester ICB - 02A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.4,4.1,12.5,14
E38000205,NHS Greater Manchester ICB - 02H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,15.5,11,21.2,39
E38000217,NHS Greater Manchester ICB - 14L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,14.5,9.9,20.4,32
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.2,9.1,16.1,50
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.4,5.6,14.6,19
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.3,5.4,9.7,49
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7,3.6,12.3,12
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.5,5.4,12.8,23
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,20.2,14.4,27.5,40
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.1,8.3,14.4,55
E38000085,NHS Humber and North Yorkshire ICB - 03F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.6,7.5,12.2,68
E38000119,NHS Humber and North Yorkshire ICB - 03H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.7,4.7,11.9,20
E38000122,NHS Humber and North Yorkshire ICB - 03K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,18.2,12.4,25.7,32
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,13.2,8.2,20.2,21
E38000241,NHS Humber and North Yorkshire ICB - 42D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,,,,7
E38000237,NHS Kent and Medway ICB - 91Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.7,6.1,17.4,16
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.9,6,15.5,19
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.8,5.1,14,17
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.4,6.3,13.6,29
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,16.6,11.9,22.7,40
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.6,7.2,15.1,30
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,15.9,9.7,24.6,20
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.5,4.3,12.3,16
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.1,5.5,11.4,32
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.3,7.2,14.3,36
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8,4.7,12.8,17
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.6,6.4,13.8,29
E38000238,NHS Lincolnshire ICB - 71E,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.6,3.6,14,10
E38000106,NHS Mid and South Essex ICB - 06Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.6,8.5,15.3,48
E38000185,NHS Mid and South Essex ICB - 07G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.8,5.6,13.3,23
E38000007,NHS Mid and South Essex ICB - 99E,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.7,9.2,17.2,43
E38000030,NHS Mid and South Essex ICB - 99F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.6,8.4,15.7,42
E38000168,NHS Mid and South Essex ICB - 99G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.5,8.6,15.1,52
E38000239,NHS Norfolk and Waveney ICB - 26A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.6,9.3,16.7,49
E38000240,NHS North Central London ICB - 93C,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,15.9,11.6,21.2,48
E38000130,NHS North East and North Cumbria ICB - 00L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.3,5.8,11.4,36
E38000163,NHS North East and North Cumbria ICB - 00N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.7,10.5,15.3,112
E38000176,NHS North East and North Cumbria ICB - 00P,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.8,6.5,11.6,49
E38000215,NHS North East and North Cumbria ICB - 01H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.8,10.2,15.9,85
E38000212,NHS North East and North Cumbria ICB - 13T,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.8,8.8,17.9,34
E38000247,NHS North East and North Cumbria ICB - 16C,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.1,6.9,17,21
E38000234,NHS North East and North Cumbria ICB - 84H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8,5.5,11.4,32
E38000127,NHS North East and North Cumbria ICB - 99C,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.1,7.6,10.8,133
E38000255,NHS North East London ICB - A3A8R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.4,6.7,10.5,81
E38000256,NHS North West London ICB - W2U3Z,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.3,7.7,13.5,52
E38000262,NHS Northamptonshire ICB - 78H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.7,8.6,13.1,90
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.1,7.6,13,57
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,5.5,3.9,7.5,39
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.7,6,9.7,71
E38000150,NHS Somerset ICB - 11X,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.5,9.1,12,199
E38000244,NHS South East London ICB - 72Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,6.8,5.2,8.7,61
E38000245,NHS South West London ICB - 36L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.2,7.6,11,116
E38000006,NHS South Yorkshire ICB - 02P,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.9,8.1,12,106
E38000044,NHS South Yorkshire ICB - 02X,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,8.3,6.1,11.1,46
E38000141,NHS South Yorkshire ICB - 03L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11,9,13.3,108
E38000146,NHS South Yorkshire ICB - 03N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.1,9.3,13.1,143
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.1,8.3,12.1,116
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.3,7.5,11.3,99
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.2,7.9,12.9,70
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.2,8.3,12.4,103
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,10.4,8.3,12.8,85
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.5,7.6,11.8,86
E38000086,NHS Suffolk and North East Essex ICB - 06L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,7.4,5.5,9.8,49
E38000117,NHS Suffolk and North East Essex ICB - 06T,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.9,8.5,11.5,178
E38000204,NHS Suffolk and North East Essex ICB - 07K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.7,6.9,13.2,40
E38000264,NHS Surrey Heartlands ICB - 92A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.6,9.7,13.7,144
E38000021,NHS Sussex ICB - 09D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.2,9.6,13,180
E38000265,NHS Sussex ICB - 70F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11.3,8.7,14.5,64
E38000235,NHS Sussex ICB - 97R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9,7.3,11,94
E38000025,NHS West Yorkshire ICB - 02T,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,11,9.1,13.1,121
E38000190,NHS West Yorkshire ICB - 03R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,6.8,5.2,8.8,57
E38000225,NHS West Yorkshire ICB - 15F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,9.4,7.7,11.3,106
E38000232,NHS West Yorkshire ICB - 36J,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,6.7,5,8.9,49
E38000254,NHS West Yorkshire ICB - X2C4Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,Age-standardised,12.2,8,17.9,26
