SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000119,NHS Humber and North Yorkshire ICB - 03H,C16,Malignant neoplasm of stomach,14,Age-standardised,8.4,4.6,14.1
E38000122,NHS Humber and North Yorkshire ICB - 03K,C16,Malignant neoplasm of stomach,25,Age-standardised,13.6,8.8,20.1
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C16,Malignant neoplasm of stomach,33,Age-standardised,8.8,6.1,12.4
E38000241,NHS Humber and North Yorkshire ICB - 42D,C16,Malignant neoplasm of stomach,49,Age-standardised,9.1,6.7,12
E38000237,NHS Kent and Medway ICB - 91Q,C16,Malignant neoplasm of stomach,161,Age-standardised,8.8,7.5,10.3
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C16,Malignant neoplasm of stomach,12,Age-standardised,10.7,5.5,18.7
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C16,Malignant neoplasm of stomach,18,Age-standardised,12.3,7.3,19.5
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C16,Malignant neoplasm of stomach,13,Age-standardised,7.6,4,12.9
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C16,Malignant neoplasm of stomach,54,Age-standardised,14.6,11,19
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C16,Malignant neoplasm of stomach,21,Age-standardised,11.4,7,17.4
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C16,Malignant neoplasm of stomach,30,Age-standardised,7.8,5.2,11.1
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C16,Malignant neoplasm of stomach,12,Age-standardised,9.8,5,17.1
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C16,Malignant neoplasm of stomach,28,Age-standardised,11.2,7.4,16.3
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C16,Malignant neoplasm of stomach,46,Age-standardised,12.5,9.1,16.7
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C16,Malignant neoplasm of stomach,27,Age-standardised,11.2,7.3,16.4
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C16,Malignant neoplasm of stomach,34,Age-standardised,8.5,5.9,11.9
E38000238,NHS Lincolnshire ICB - 71E,C16,Malignant neoplasm of stomach,84,Age-standardised,9.6,7.6,11.9
E38000106,NHS Mid and South Essex ICB - 06Q,C16,Malignant neoplasm of stomach,34,Age-standardised,8.2,5.7,11.5
E38000185,NHS Mid and South Essex ICB - 07G,C16,Malignant neoplasm of stomach,15,Age-standardised,11.6,6.4,19.2
E38000007,NHS Mid and South Essex ICB - 99E,C16,Malignant neoplasm of stomach,28,Age-standardised,11.1,7.4,16.1
E38000030,NHS Mid and South Essex ICB - 99F,C16,Malignant neoplasm of stomach,13,Age-standardised,6.1,3.2,10.4
E38000168,NHS Mid and South Essex ICB - 99G,C16,Malignant neoplasm of stomach,9,Age-standardised,,,
E38000239,NHS Norfolk and Waveney ICB - 26A,C16,Malignant neoplasm of stomach,110,Age-standardised,8.8,7.2,10.6
E38000240,NHS North Central London ICB - 93C,C16,Malignant neoplasm of stomach,105,Age-standardised,10.1,8.3,12.3
E38000130,NHS North East and North Cumbria ICB - 00L,C16,Malignant neoplasm of stomach,45,Age-standardised,11.5,8.4,15.4
E38000163,NHS North East and North Cumbria ICB - 00N,C16,Malignant neoplasm of stomach,23,Age-standardised,14.8,9.3,22.1
E38000176,NHS North East and North Cumbria ICB - 00P,C16,Malignant neoplasm of stomach,37,Age-standardised,13.3,9.3,18.3
E38000215,NHS North East and North Cumbria ICB - 01H,C16,Malignant neoplasm of stomach,40,Age-standardised,10.7,7.7,14.6
E38000212,NHS North East and North Cumbria ICB - 13T,C16,Malignant neoplasm of stomach,76,Age-standardised,17.4,13.7,21.8
E38000247,NHS North East and North Cumbria ICB - 16C,C16,Malignant neoplasm of stomach,76,Age-standardised,11.4,9,14.2
E38000234,NHS North East and North Cumbria ICB - 84H,C16,Malignant neoplasm of stomach,69,Age-standardised,12.6,9.8,15.9
E38000127,NHS North East and North Cumbria ICB - 99C,C16,Malignant neoplasm of stomach,23,Age-standardised,10.9,6.9,16.3
E38000255,NHS North East London ICB - A3A8R,C16,Malignant neoplasm of stomach,110,Age-standardised,9,7.3,10.9
E38000256,NHS North West London ICB - W2U3Z,C16,Malignant neoplasm of stomach,165,Age-standardised,10.8,9.2,12.6
E38000262,NHS Northamptonshire ICB - 78H,C16,Malignant neoplasm of stomach,56,Age-standardised,8.1,6.1,10.5
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C16,Malignant neoplasm of stomach,16,Age-standardised,12.3,7,19.9
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C16,Malignant neoplasm of stomach,98,Age-standardised,10.3,8.4,12.6
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C16,Malignant neoplasm of stomach,47,Age-standardised,8.6,6.3,11.4
E38000150,NHS Somerset ICB - 11X,C16,Malignant neoplasm of stomach,62,Age-standardised,9.3,7.1,12
E38000244,NHS South East London ICB - 72Q,C16,Malignant neoplasm of stomach,133,Age-standardised,10.8,9,12.9
E38000245,NHS South West London ICB - 36L,C16,Malignant neoplasm of stomach,106,Age-standardised,9.4,7.7,11.4
E38000006,NHS South Yorkshire ICB - 02P,C16,Malignant neoplasm of stomach,35,Age-standardised,14.3,10,20
E38000044,NHS South Yorkshire ICB - 02X,C16,Malignant neoplasm of stomach,33,Age-standardised,10.9,7.5,15.3
E38000141,NHS South Yorkshire ICB - 03L,C16,Malignant neoplasm of stomach,34,Age-standardised,12.8,8.8,17.9
E38000146,NHS South Yorkshire ICB - 03N,C16,Malignant neoplasm of stomach,75,Age-standardised,15.2,12,19.1
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C16,Malignant neoplasm of stomach,21,Age-standardised,14.9,9.2,22.8
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C16,Malignant neoplasm of stomach,17,Age-standardised,13.2,7.7,21.2
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C16,Malignant neoplasm of stomach,23,Age-standardised,9.4,5.9,14
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C16,Malignant neoplasm of stomach,23,Age-standardised,9.1,5.8,13.7
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C16,Malignant neoplasm of stomach,16,Age-standardised,9,5.1,14.6
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C16,Malignant neoplasm of stomach,33,Age-standardised,14,9.6,19.6
E38000086,NHS Suffolk and North East Essex ICB - 06L,C16,Malignant neoplasm of stomach,29,Age-standardised,6.5,4.4,9.4
E38000117,NHS Suffolk and North East Essex ICB - 06T,C16,Malignant neoplasm of stomach,34,Age-standardised,9.2,6.3,12.9
E38000204,NHS Suffolk and North East Essex ICB - 07K,C16,Malignant neoplasm of stomach,26,Age-standardised,10.2,6.6,14.9
E38000264,NHS Surrey Heartlands ICB - 92A,C16,Malignant neoplasm of stomach,65,Age-standardised,6.4,4.9,8.1
E38000021,NHS Sussex ICB - 09D,C16,Malignant neoplasm of stomach,24,Age-standardised,11.8,7.5,17.6
E38000265,NHS Sussex ICB - 70F,C16,Malignant neoplasm of stomach,64,Age-standardised,6.4,4.9,8.2
E38000235,NHS Sussex ICB - 97R,C16,Malignant neoplasm of stomach,53,Age-standardised,7.2,5.4,9.5
E38000025,NHS West Yorkshire ICB - 02T,C16,Malignant neoplasm of stomach,24,Age-standardised,12,7.7,17.8
E38000190,NHS West Yorkshire ICB - 03R,C16,Malignant neoplasm of stomach,37,Age-standardised,11.1,7.8,15.3
E38000225,NHS West Yorkshire ICB - 15F,C16,Malignant neoplasm of stomach,60,Age-standardised,9.1,6.9,11.7
E38000232,NHS West Yorkshire ICB - 36J,C16,Malignant neoplasm of stomach,59,Age-standardised,11.6,8.9,15
E38000254,NHS West Yorkshire ICB - X2C4Y,C16,Malignant neoplasm of stomach,43,Age-standardised,10.8,7.8,14.6
