SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000230,NHS Devon ICB - 15N,C64,"Malignant neoplasm of kidney, except renal pelvis",226,Age-standardised,16.6,14.5,19
E38000045,NHS Dorset ICB - 11J,C64,"Malignant neoplasm of kidney, except renal pelvis",189,Age-standardised,20.3,17.5,23.4
E38000252,NHS Frimley ICB - D4U1Y,C64,"Malignant neoplasm of kidney, except renal pelvis",139,Age-standardised,21.6,18.2,25.5
E38000062,NHS Gloucestershire ICB - 11M,C64,"Malignant neoplasm of kidney, except renal pelvis",104,Age-standardised,15.3,12.5,18.6
E38000016,NHS Greater Manchester ICB - 00T,C64,"Malignant neoplasm of kidney, except renal pelvis",48,Age-standardised,18.7,13.8,24.9
E38000024,NHS Greater Manchester ICB - 00V,C64,"Malignant neoplasm of kidney, except renal pelvis",30,Age-standardised,16.7,11.3,23.9
E38000135,NHS Greater Manchester ICB - 00Y,C64,"Malignant neoplasm of kidney, except renal pelvis",39,Age-standardised,18.8,13.4,25.7
E38000080,NHS Greater Manchester ICB - 01D,C64,"Malignant neoplasm of kidney, except renal pelvis",33,Age-standardised,17.3,11.9,24.4
E38000143,NHS Greater Manchester ICB - 01G,C64,"Malignant neoplasm of kidney, except renal pelvis",33,Age-standardised,16.3,11.2,23
E38000174,NHS Greater Manchester ICB - 01W,C64,"Malignant neoplasm of kidney, except renal pelvis",47,Age-standardised,15.8,11.6,21
E38000263,NHS Greater Manchester ICB - 01Y,C64,"Malignant neoplasm of kidney, except renal pelvis",42,Age-standardised,20.3,14.6,27.4
E38000187,NHS Greater Manchester ICB - 02A,C64,"Malignant neoplasm of kidney, except renal pelvis",55,Age-standardised,25.1,18.9,32.7
E38000205,NHS Greater Manchester ICB - 02H,C64,"Malignant neoplasm of kidney, except renal pelvis",69,Age-standardised,21.7,16.9,27.5
E38000217,NHS Greater Manchester ICB - 14L,C64,"Malignant neoplasm of kidney, except renal pelvis",78,Age-standardised,24.9,19.5,31.4
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C64,"Malignant neoplasm of kidney, except renal pelvis",42,Age-standardised,24.5,17.6,33.2
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C64,"Malignant neoplasm of kidney, except renal pelvis",283,Age-standardised,16.7,14.8,18.8
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C64,"Malignant neoplasm of kidney, except renal pelvis",147,Age-standardised,16.7,14.1,19.6
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C64,"Malignant neoplasm of kidney, except renal pelvis",81,Age-standardised,15.2,12.1,18.9
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C64,"Malignant neoplasm of kidney, except renal pelvis",72,Age-standardised,13.4,10.4,16.9
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C64,"Malignant neoplasm of kidney, except renal pelvis",58,Age-standardised,19.5,14.8,25.2
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C64,"Malignant neoplasm of kidney, except renal pelvis",70,Age-standardised,18.5,14.3,23.4
E38000085,NHS Humber and North Yorkshire ICB - 03F,C64,"Malignant neoplasm of kidney, except renal pelvis",44,Age-standardised,20.7,15,27.8
E38000119,NHS Humber and North Yorkshire ICB - 03H,C64,"Malignant neoplasm of kidney, except renal pelvis",47,Age-standardised,28.6,21,38
E38000122,NHS Humber and North Yorkshire ICB - 03K,C64,"Malignant neoplasm of kidney, except renal pelvis",46,Age-standardised,25.2,18.4,33.6
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C64,"Malignant neoplasm of kidney, except renal pelvis",76,Age-standardised,20.6,16.2,25.8
E38000241,NHS Humber and North Yorkshire ICB - 42D,C64,"Malignant neoplasm of kidney, except renal pelvis",98,Age-standardised,19.4,15.7,23.6
E38000237,NHS Kent and Medway ICB - 91Q,C64,"Malignant neoplasm of kidney, except renal pelvis",345,Age-standardised,18.9,17,21
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C64,"Malignant neoplasm of kidney, except renal pelvis",24,Age-standardised,21.3,13.6,31.8
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C64,"Malignant neoplasm of kidney, except renal pelvis",40,Age-standardised,27.8,19.8,37.9
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C64,"Malignant neoplasm of kidney, except renal pelvis",29,Age-standardised,16.8,11.2,24.1
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C64,"Malignant neoplasm of kidney, except renal pelvis",95,Age-standardised,25.4,20.6,31.1
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C64,"Malignant neoplasm of kidney, except renal pelvis",34,Age-standardised,18.6,12.8,25.9
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C64,"Malignant neoplasm of kidney, except renal pelvis",67,Age-standardised,18.4,14.2,23.4
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C64,"Malignant neoplasm of kidney, except renal pelvis",31,Age-standardised,25.6,17.3,36.4
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C64,"Malignant neoplasm of kidney, except renal pelvis",44,Age-standardised,17.9,12.9,24.2
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C64,"Malignant neoplasm of kidney, except renal pelvis",72,Age-standardised,19.9,15.6,25.1
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C64,"Malignant neoplasm of kidney, except renal pelvis",42,Age-standardised,16.9,12.1,23
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C64,"Malignant neoplasm of kidney, except renal pelvis",53,Age-standardised,13.2,9.9,17.3
E38000238,NHS Lincolnshire ICB - 71E,C64,"Malignant neoplasm of kidney, except renal pelvis",152,Age-standardised,17.9,15.1,21
E38000106,NHS Mid and South Essex ICB - 06Q,C64,"Malignant neoplasm of kidney, except renal pelvis",71,Age-standardised,17.4,13.6,22
E38000185,NHS Mid and South Essex ICB - 07G,C64,"Malignant neoplasm of kidney, except renal pelvis",23,Age-standardised,17.9,11.3,26.9
E38000007,NHS Mid and South Essex ICB - 99E,C64,"Malignant neoplasm of kidney, except renal pelvis",58,Age-standardised,23.5,17.9,30.5
E38000030,NHS Mid and South Essex ICB - 99F,C64,"Malignant neoplasm of kidney, except renal pelvis",40,Age-standardised,19.6,14,26.8
E38000168,NHS Mid and South Essex ICB - 99G,C64,"Malignant neoplasm of kidney, except renal pelvis",38,Age-standardised,20.5,14.5,28.2
E38000239,NHS Norfolk and Waveney ICB - 26A,C64,"Malignant neoplasm of kidney, except renal pelvis",203,Age-standardised,17.4,15.1,20
E38000240,NHS North Central London ICB - 93C,C64,"Malignant neoplasm of kidney, except renal pelvis",195,Age-standardised,17.9,15.4,20.6
E38000130,NHS North East and North Cumbria ICB - 00L,C64,"Malignant neoplasm of kidney, except renal pelvis",69,Age-standardised,18.1,14.1,23
E38000163,NHS North East and North Cumbria ICB - 00N,C64,"Malignant neoplasm of kidney, except renal pelvis",46,Age-standardised,29.4,21.5,39.2
E38000176,NHS North East and North Cumbria ICB - 00P,C64,"Malignant neoplasm of kidney, except renal pelvis",63,Age-standardised,22.5,17.3,28.8
E38000215,NHS North East and North Cumbria ICB - 01H,C64,"Malignant neoplasm of kidney, except renal pelvis",64,Age-standardised,17.8,13.7,22.7
E38000212,NHS North East and North Cumbria ICB - 13T,C64,"Malignant neoplasm of kidney, except renal pelvis",74,Age-standardised,17,13.4,21.4
E38000247,NHS North East and North Cumbria ICB - 16C,C64,"Malignant neoplasm of kidney, except renal pelvis",135,Age-standardised,20.3,17.1,24.1
E38000234,NHS North East and North Cumbria ICB - 84H,C64,"Malignant neoplasm of kidney, except renal pelvis",104,Age-standardised,18.9,15.4,22.9
E38000127,NHS North East and North Cumbria ICB - 99C,C64,"Malignant neoplasm of kidney, except renal pelvis",46,Age-standardised,21.4,15.7,28.5
E38000255,NHS North East London ICB - A3A8R,C64,"Malignant neoplasm of kidney, except renal pelvis",231,Age-standardised,17.9,15.5,20.4
E38000256,NHS North West London ICB - W2U3Z,C64,"Malignant neoplasm of kidney, except renal pelvis",268,Age-standardised,16.1,14.2,18.2
E38000262,NHS Northamptonshire ICB - 78H,C64,"Malignant neoplasm of kidney, except renal pelvis",128,Age-standardised,18.2,15.2,21.6
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C64,"Malignant neoplasm of kidney, except renal pelvis",24,Age-standardised,19.1,12.2,28.4
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C64,"Malignant neoplasm of kidney, except renal pelvis",141,Age-standardised,14.7,12.4,17.4
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C64,"Malignant neoplasm of kidney, except renal pelvis",93,Age-standardised,17.4,14.1,21.4
E38000150,NHS Somerset ICB - 11X,C64,"Malignant neoplasm of kidney, except renal pelvis",148,Age-standardised,22.8,19.2,26.8
E38000244,NHS South East London ICB - 72Q,C64,"Malignant neoplasm of kidney, except renal pelvis",204,Age-standardised,15.7,13.6,18.1
E38000245,NHS South West London ICB - 36L,C64,"Malignant neoplasm of kidney, except renal pelvis",157,Age-standardised,13.5,11.4,15.8
E38000006,NHS South Yorkshire ICB - 02P,C64,"Malignant neoplasm of kidney, except renal pelvis",53,Age-standardised,21.5,16.1,28.1
E38000044,NHS South Yorkshire ICB - 02X,C64,"Malignant neoplasm of kidney, except renal pelvis",56,Age-standardised,18.2,13.7,23.6
E38000141,NHS South Yorkshire ICB - 03L,C64,"Malignant neoplasm of kidney, except renal pelvis",66,Age-standardised,24.9,19.3,31.7
E38000146,NHS South Yorkshire ICB - 03N,C64,"Malignant neoplasm of kidney, except renal pelvis",98,Age-standardised,20,16.2,24.4
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C64,"Malignant neoplasm of kidney, except renal pelvis",33,Age-standardised,23.8,16.3,33.4
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C64,"Malignant neoplasm of kidney, except renal pelvis",22,Age-standardised,17,10.7,25.8
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C64,"Malignant neoplasm of kidney, except renal pelvis",44,Age-standardised,18.7,13.5,25.1
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C64,"Malignant neoplasm of kidney, except renal pelvis",53,Age-standardised,21.6,16.1,28.2
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C64,"Malignant neoplasm of kidney, except renal pelvis",27,Age-standardised,15.5,10.2,22.6
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C64,"Malignant neoplasm of kidney, except renal pelvis",56,Age-standardised,23.1,17.4,30
E38000086,NHS Suffolk and North East Essex ICB - 06L,C64,"Malignant neoplasm of kidney, except renal pelvis",72,Age-standardised,15.6,12.2,19.7
E38000117,NHS Suffolk and North East Essex ICB - 06T,C64,"Malignant neoplasm of kidney, except renal pelvis",69,Age-standardised,19,14.8,24.1
E38000204,NHS Suffolk and North East Essex ICB - 07K,C64,"Malignant neoplasm of kidney, except renal pelvis",46,Age-standardised,18.7,13.7,25
E38000264,NHS Surrey Heartlands ICB - 92A,C64,"Malignant neoplasm of kidney, except renal pelvis",208,Age-standardised,20.3,17.6,23.3
E38000021,NHS Sussex ICB - 09D,C64,"Malignant neoplasm of kidney, except renal pelvis",34,Age-standardised,15.4,10.6,21.6
E38000265,NHS Sussex ICB - 70F,C64,"Malignant neoplasm of kidney, except renal pelvis",151,Age-standardised,16,13.5,18.7
E38000235,NHS Sussex ICB - 97R,C64,"Malignant neoplasm of kidney, except renal pelvis",124,Age-standardised,19,15.7,22.7
E38000025,NHS West Yorkshire ICB - 02T,C64,"Malignant neoplasm of kidney, except renal pelvis",37,Age-standardised,18.1,12.7,24.9
E38000190,NHS West Yorkshire ICB - 03R,C64,"Malignant neoplasm of kidney, except renal pelvis",76,Age-standardised,22.6,17.8,28.3
E38000225,NHS West Yorkshire ICB - 15F,C64,"Malignant neoplasm of kidney, except renal pelvis",132,Age-standardised,20.1,16.8,23.9
E38000232,NHS West Yorkshire ICB - 36J,C64,"Malignant neoplasm of kidney, except renal pelvis",114,Age-standardised,22.8,18.8,27.4
E38000254,NHS West Yorkshire ICB - X2C4Y,C64,"Malignant neoplasm of kidney, except renal pelvis",87,Age-standardised,21.7,17.3,26.7
Grand Total,,,,,,,,
