SICBL23CD,SICBL23NM,ICD10_code,Site_description,Type_of_rate,Rate,LCI,UCI,Sum of Count
E38000016,NHS Greater Manchester ICB - 00T,C43,Malignant melanoma of skin,Age-standardised,13.5,9.5,18.8,36
E38000024,NHS Greater Manchester ICB - 00V,C43,Malignant melanoma of skin,Age-standardised,29.2,21.9,38.1,54
E38000135,NHS Greater Manchester ICB - 00Y,C43,Malignant melanoma of skin,Age-standardised,20.4,14.7,27.5,43
E38000080,NHS Greater Manchester ICB - 01D,C43,Malignant melanoma of skin,Age-standardised,23.6,17.3,31.4,47
E38000143,NHS Greater Manchester ICB - 01G,C43,Malignant melanoma of skin,Age-standardised,17.6,12.4,24.2,39
E38000174,NHS Greater Manchester ICB - 01W,C43,Malignant melanoma of skin,Age-standardised,29.1,23.3,35.9,88
E38000263,NHS Greater Manchester ICB - 01Y,C43,Malignant melanoma of skin,Age-standardised,26.5,20.1,34.3,58
E38000187,NHS Greater Manchester ICB - 02A,C43,Malignant melanoma of skin,Age-standardised,20.4,15,27.2,47
E38000205,NHS Greater Manchester ICB - 02H,C43,Malignant melanoma of skin,Age-standardised,21.7,17,27.4,71
E38000217,NHS Greater Manchester ICB - 14L,C43,Malignant melanoma of skin,Age-standardised,13.5,9.8,18.1,49
E38000137,NHS Hampshire and Isle Of Wight ICB - 10R,C43,Malignant melanoma of skin,Age-standardised,29.4,22,38.5,53
E38000253,NHS Hampshire and Isle Of Wight ICB - D9Y0V,C43,Malignant melanoma of skin,Age-standardised,32.4,29.8,35.2,560
E38000236,NHS Herefordshire and Worcestershire ICB - 18C,C43,Malignant melanoma of skin,Age-standardised,26.9,23.5,30.6,236
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C43,Malignant melanoma of skin,Age-standardised,25.6,21.5,30.3,139
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C43,Malignant melanoma of skin,Age-standardised,20,16.5,24.1,113
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C43,Malignant melanoma of skin,Age-standardised,19.4,14.8,25,60
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C43,Malignant melanoma of skin,Age-standardised,27.8,22.5,33.9,102
E38000085,NHS Humber and North Yorkshire ICB - 03F,C43,Malignant melanoma of skin,Age-standardised,14.7,10.1,20.6,34
E38000119,NHS Humber and North Yorkshire ICB - 03H,C43,Malignant melanoma of skin,Age-standardised,19.7,13.5,27.7,33
E38000122,NHS Humber and North Yorkshire ICB - 03K,C43,Malignant melanoma of skin,Age-standardised,17.4,11.9,24.6,32
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C43,Malignant melanoma of skin,Age-standardised,23.2,18.7,28.6,89
E38000241,NHS Humber and North Yorkshire ICB - 42D,C43,Malignant melanoma of skin,Age-standardised,25.4,21.1,30.3,128
E38000237,NHS Kent and Medway ICB - 91Q,C43,Malignant melanoma of skin,Age-standardised,22.9,20.7,25.1,427
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C43,Malignant melanoma of skin,Age-standardised,19,12.2,28.2,25
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C43,Malignant melanoma of skin,Age-standardised,17.9,11.7,26.3,26
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C43,Malignant melanoma of skin,Age-standardised,26.2,19.3,34.7,48
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C43,Malignant melanoma of skin,Age-standardised,24.1,19.4,29.6,91
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C43,Malignant melanoma of skin,Age-standardised,24.6,18.1,32.7,47
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C43,Malignant melanoma of skin,Age-standardised,24.9,20,30.6,92
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C43,Malignant melanoma of skin,Age-standardised,34.5,24.6,47,41
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C43,Malignant melanoma of skin,Age-standardised,23.8,18.1,30.9,60
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C43,Malignant melanoma of skin,Age-standardised,27.3,22.3,33.1,103
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C43,Malignant melanoma of skin,Age-standardised,8.7,5.4,13.2,22
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C43,Malignant melanoma of skin,Age-standardised,23.7,19.2,28.8,98
E38000238,NHS Lincolnshire ICB - 71E,C43,Malignant melanoma of skin,Age-standardised,19,16.2,22.2,163
E38000106,NHS Mid and South Essex ICB - 06Q,C43,Malignant melanoma of skin,Age-standardised,27.5,22.7,33,115
E38000185,NHS Mid and South Essex ICB - 07G,C43,Malignant melanoma of skin,Age-standardised,29.6,21.3,40.1,43
E38000007,NHS Mid and South Essex ICB - 99E,C43,Malignant melanoma of skin,Age-standardised,24.8,19,31.7,63
E38000030,NHS Mid and South Essex ICB - 99F,C43,Malignant melanoma of skin,Age-standardised,33.3,25.7,42.4,67
E38000168,NHS Mid and South Essex ICB - 99G,C43,Malignant melanoma of skin,Age-standardised,23.5,17,31.6,43
E38000239,NHS Norfolk and Waveney ICB - 26A,C43,Malignant melanoma of skin,Age-standardised,22.3,19.6,25.2,265
E38000240,NHS North Central London ICB - 93C,C43,Malignant melanoma of skin,Age-standardised,10.3,8.5,12.3,119
E38000130,NHS North East and North Cumbria ICB - 00L,C43,Malignant melanoma of skin,Age-standardised,30.5,25.1,36.7,115
E38000163,NHS North East and North Cumbria ICB - 00N,C43,Malignant melanoma of skin,Age-standardised,22,15.2,30.7,34
E38000176,NHS North East and North Cumbria ICB - 00P,C43,Malignant melanoma of skin,Age-standardised,27.1,21.3,34,75
E38000215,NHS North East and North Cumbria ICB - 01H,C43,Malignant melanoma of skin,Age-standardised,28.3,22.9,34.5,99
E38000212,NHS North East and North Cumbria ICB - 13T,C43,Malignant melanoma of skin,Age-standardised,22.4,18.2,27.2,102
E38000247,NHS North East and North Cumbria ICB - 16C,C43,Malignant melanoma of skin,Age-standardised,25.8,22.1,29.9,174
E38000234,NHS North East and North Cumbria ICB - 84H,C43,Malignant melanoma of skin,Age-standardised,31.4,26.8,36.6,168
E38000127,NHS North East and North Cumbria ICB - 99C,C43,Malignant melanoma of skin,Age-standardised,26.3,19.9,34.1,57
E38000255,NHS North East London ICB - A3A8R,C43,Malignant melanoma of skin,Age-standardised,14.3,12.3,16.6,203
E38000256,NHS North West London ICB - W2U3Z,C43,Malignant melanoma of skin,Age-standardised,10.4,8.9,12.1,181
E38000262,NHS Northamptonshire ICB - 78H,C43,Malignant melanoma of skin,Age-standardised,20.3,17.2,23.9,147
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C43,Malignant melanoma of skin,Age-standardised,18.5,11.7,27.8,23
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C43,Malignant melanoma of skin,Age-standardised,18.6,16,21.5,184
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C43,Malignant melanoma of skin,Age-standardised,20.1,16.5,24.2,111
E38000150,NHS Somerset ICB - 11X,C43,Malignant melanoma of skin,Age-standardised,23.9,20.3,28,158
E38000244,NHS South East London ICB - 72Q,C43,Malignant melanoma of skin,Age-standardised,13.5,11.6,15.7,192
E38000245,NHS South West London ICB - 36L,C43,Malignant melanoma of skin,Age-standardised,24.9,22.2,27.9,316
E38000006,NHS South Yorkshire ICB - 02P,C43,Malignant melanoma of skin,Age-standardised,20.3,15.1,26.7,51
E38000044,NHS South Yorkshire ICB - 02X,C43,Malignant melanoma of skin,Age-standardised,16.4,12.3,21.6,52
E38000141,NHS South Yorkshire ICB - 03L,C43,Malignant melanoma of skin,Age-standardised,17.2,12.6,23,46
E38000146,NHS South Yorkshire ICB - 03N,C43,Malignant melanoma of skin,Age-standardised,19.1,15.5,23.3,99
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C43,Malignant melanoma of skin,Age-standardised,18.1,11.8,26.6,26
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C43,Malignant melanoma of skin,Age-standardised,18.9,12.2,27.9,25
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C43,Malignant melanoma of skin,Age-standardised,22.3,16.7,29.2,53
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C43,Malignant melanoma of skin,Age-standardised,24.4,18.6,31.3,61
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C43,Malignant melanoma of skin,Age-standardised,29.5,21.9,38.7,52
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C43,Malignant melanoma of skin,Age-standardised,18.5,13.5,24.6,46
E38000086,NHS Suffolk and North East Essex ICB - 06L,C43,Malignant melanoma of skin,Age-standardised,23.5,19.3,28.5,109
E38000117,NHS Suffolk and North East Essex ICB - 06T,C43,Malignant melanoma of skin,Age-standardised,27.2,22.1,33,102
E38000204,NHS Suffolk and North East Essex ICB - 07K,C43,Malignant melanoma of skin,Age-standardised,29,22.8,36.5,75
E38000264,NHS Surrey Heartlands ICB - 92A,C43,Malignant melanoma of skin,Age-standardised,31.5,28.2,35.1,329
E38000021,NHS Sussex ICB - 09D,C43,Malignant melanoma of skin,Age-standardised,26.3,19.9,34,59
E38000265,NHS Sussex ICB - 70F,C43,Malignant melanoma of skin,Age-standardised,29.2,25.8,32.8,282
E38000235,NHS Sussex ICB - 97R,C43,Malignant melanoma of skin,Age-standardised,28.1,24.1,32.5,187
E38000025,NHS West Yorkshire ICB - 02T,C43,Malignant melanoma of skin,Age-standardised,21.4,15.6,28.6,45
E38000190,NHS West Yorkshire ICB - 03R,C43,Malignant melanoma of skin,Age-standardised,19.6,15.3,24.8,69
E38000225,NHS West Yorkshire ICB - 15F,C43,Malignant melanoma of skin,Age-standardised,26.4,22.7,30.6,181
E38000232,NHS West Yorkshire ICB - 36J,C43,Malignant melanoma of skin,Age-standardised,14.8,11.7,18.5,77
E38000254,NHS West Yorkshire ICB - X2C4Y,C43,Malignant melanoma of skin,Age-standardised,20.2,16.1,25,84
Grand Total,,,,,,,,12477
