SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000049,NHS Hertfordshire and West Essex ICB - 06K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,26,Age-standardised,4.9,3.2,7.2
E38000079,NHS Hertfordshire and West Essex ICB - 06N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,46,Age-standardised,8.4,6.1,11.2
E38000197,NHS Hertfordshire and West Essex ICB - 07H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,28,Age-standardised,9.4,6.2,13.6
E38000052,NHS Humber and North Yorkshire ICB - 02Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,34,Age-standardised,8.4,5.8,11.7
E38000085,NHS Humber and North Yorkshire ICB - 03F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,16,Age-standardised,7.3,4.1,11.9
E38000119,NHS Humber and North Yorkshire ICB - 03H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,20,Age-standardised,11.9,7.2,18.3
E38000122,NHS Humber and North Yorkshire ICB - 03K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,26,Age-standardised,14.2,9.3,20.8
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,30,Age-standardised,8,5.4,11.4
E38000241,NHS Humber and North Yorkshire ICB - 42D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,42,Age-standardised,7.9,5.7,10.7
E38000237,NHS Kent and Medway ICB - 91Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,193,Age-standardised,10.5,9,12.1
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,23,Age-standardised,19.7,12.4,29.6
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,28,Age-standardised,19.3,12.8,27.9
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C22,Malignant neoplasm of liver and intrahepatic bile ducts,15,Age-standardised,8.3,4.6,13.7
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,58,Age-standardised,15.6,11.9,20.2
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C22,Malignant neoplasm of liver and intrahepatic bile ducts,21,Age-standardised,11.2,6.9,17.1
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,39,Age-standardised,10.3,7.3,14.1
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,5,Age-standardised,,,
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C22,Malignant neoplasm of liver and intrahepatic bile ducts,37,Age-standardised,13.6,9.6,18.8
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C22,Malignant neoplasm of liver and intrahepatic bile ducts,33,Age-standardised,9.1,6.3,12.8
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C22,Malignant neoplasm of liver and intrahepatic bile ducts,17,Age-standardised,7,4,11.3
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C22,Malignant neoplasm of liver and intrahepatic bile ducts,27,Age-standardised,6.8,4.5,9.9
E38000238,NHS Lincolnshire ICB - 71E,C22,Malignant neoplasm of liver and intrahepatic bile ducts,88,Age-standardised,10,8,12.3
E38000106,NHS Mid and South Essex ICB - 06Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,43,Age-standardised,10.5,7.6,14.1
E38000185,NHS Mid and South Essex ICB - 07G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,11,Age-standardised,8.4,4.1,15
E38000007,NHS Mid and South Essex ICB - 99E,C22,Malignant neoplasm of liver and intrahepatic bile ducts,25,Age-standardised,10,6.5,14.8
E38000030,NHS Mid and South Essex ICB - 99F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,9,Age-standardised,,,
E38000168,NHS Mid and South Essex ICB - 99G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,16,Age-standardised,8.6,4.9,14
E38000239,NHS Norfolk and Waveney ICB - 26A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,88,Age-standardised,7.3,5.8,9
E38000240,NHS North Central London ICB - 93C,C22,Malignant neoplasm of liver and intrahepatic bile ducts,110,Age-standardised,10.7,8.8,13
E38000130,NHS North East and North Cumbria ICB - 00L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,46,Age-standardised,11.7,8.5,15.5
E38000163,NHS North East and North Cumbria ICB - 00N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,21,Age-standardised,13.5,8.3,20.6
E38000176,NHS North East and North Cumbria ICB - 00P,C22,Malignant neoplasm of liver and intrahepatic bile ducts,43,Age-standardised,15.3,11.1,20.7
E38000215,NHS North East and North Cumbria ICB - 01H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,30,Age-standardised,8.2,5.5,11.8
E38000212,NHS North East and North Cumbria ICB - 13T,C22,Malignant neoplasm of liver and intrahepatic bile ducts,52,Age-standardised,12,9,15.8
E38000247,NHS North East and North Cumbria ICB - 16C,C22,Malignant neoplasm of liver and intrahepatic bile ducts,67,Age-standardised,10.1,7.8,12.8
E38000234,NHS North East and North Cumbria ICB - 84H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,55,Age-standardised,9.9,7.5,12.9
E38000127,NHS North East and North Cumbria ICB - 99C,C22,Malignant neoplasm of liver and intrahepatic bile ducts,28,Age-standardised,13,8.6,18.8
E38000255,NHS North East London ICB - A3A8R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,133,Age-standardised,10.8,9,12.8
E38000256,NHS North West London ICB - W2U3Z,C22,Malignant neoplasm of liver and intrahepatic bile ducts,172,Age-standardised,11.5,9.8,13.4
E38000262,NHS Northamptonshire ICB - 78H,C22,Malignant neoplasm of liver and intrahepatic bile ducts,50,Age-standardised,7.2,5.3,9.5
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,10,Age-standardised,7.8,3.7,14.3
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,100,Age-standardised,10.5,8.5,12.8
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C22,Malignant neoplasm of liver and intrahepatic bile ducts,52,Age-standardised,9.6,7.2,12.7
E38000150,NHS Somerset ICB - 11X,C22,Malignant neoplasm of liver and intrahepatic bile ducts,48,Age-standardised,7.1,5.2,9.4
E38000244,NHS South East London ICB - 72Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,121,Age-standardised,10.2,8.4,12.2
E38000245,NHS South West London ICB - 36L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,114,Age-standardised,10.4,8.5,12.5
E38000006,NHS South Yorkshire ICB - 02P,C22,Malignant neoplasm of liver and intrahepatic bile ducts,24,Age-standardised,9.8,6.3,14.6
E38000044,NHS South Yorkshire ICB - 02X,C22,Malignant neoplasm of liver and intrahepatic bile ducts,35,Age-standardised,11.4,7.9,15.9
E38000141,NHS South Yorkshire ICB - 03L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,24,Age-standardised,9,5.8,13.4
E38000146,NHS South Yorkshire ICB - 03N,C22,Malignant neoplasm of liver and intrahepatic bile ducts,51,Age-standardised,10.4,7.7,13.7
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,18,Age-standardised,13.1,7.8,20.7
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,7,Age-standardised,,,
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C22,Malignant neoplasm of liver and intrahepatic bile ducts,26,Age-standardised,10.8,7.1,15.9
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C22,Malignant neoplasm of liver and intrahepatic bile ducts,24,Age-standardised,9.3,5.9,13.8
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C22,Malignant neoplasm of liver and intrahepatic bile ducts,15,Age-standardised,8.5,4.7,14
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C22,Malignant neoplasm of liver and intrahepatic bile ducts,26,Age-standardised,10.9,7.1,16
E38000086,NHS Suffolk and North East Essex ICB - 06L,C22,Malignant neoplasm of liver and intrahepatic bile ducts,32,Age-standardised,6.8,4.7,9.6
E38000117,NHS Suffolk and North East Essex ICB - 06T,C22,Malignant neoplasm of liver and intrahepatic bile ducts,26,Age-standardised,6.8,4.5,10
E38000204,NHS Suffolk and North East Essex ICB - 07K,C22,Malignant neoplasm of liver and intrahepatic bile ducts,28,Age-standardised,11.3,7.5,16.4
E38000264,NHS Surrey Heartlands ICB - 92A,C22,Malignant neoplasm of liver and intrahepatic bile ducts,96,Age-standardised,9.4,7.6,11.5
E38000021,NHS Sussex ICB - 09D,C22,Malignant neoplasm of liver and intrahepatic bile ducts,16,Age-standardised,7.4,4.2,12.1
E38000265,NHS Sussex ICB - 70F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,78,Age-standardised,8,6.3,10
E38000235,NHS Sussex ICB - 97R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,64,Age-standardised,9.5,7.3,12.1
E38000025,NHS West Yorkshire ICB - 02T,C22,Malignant neoplasm of liver and intrahepatic bile ducts,15,Age-standardised,7.4,4.2,12.3
E38000190,NHS West Yorkshire ICB - 03R,C22,Malignant neoplasm of liver and intrahepatic bile ducts,44,Age-standardised,13.1,9.5,17.6
E38000225,NHS West Yorkshire ICB - 15F,C22,Malignant neoplasm of liver and intrahepatic bile ducts,86,Age-standardised,13.4,10.7,16.5
E38000232,NHS West Yorkshire ICB - 36J,C22,Malignant neoplasm of liver and intrahepatic bile ducts,36,Age-standardised,7.3,5.1,10.2
E38000254,NHS West Yorkshire ICB - X2C4Y,C22,Malignant neoplasm of liver and intrahepatic bile ducts,38,Age-standardised,9.5,6.8,13.1
