SICBL23CD,SICBL23NM,ICD10_code,Site_description,Count,Type_of_rate,Rate,LCI,UCI
E38000122,NHS Humber and North Yorkshire ICB - 03K,C82-C86,Non-Hodgkin lymphoma,42,Age-standardised,23.1,16.7,31.3
E38000188,NHS Humber and North Yorkshire ICB - 03Q,C82-C86,Non-Hodgkin lymphoma,75,Age-standardised,20.4,16,25.5
E38000241,NHS Humber and North Yorkshire ICB - 42D,C82-C86,Non-Hodgkin lymphoma,113,Age-standardised,22,18.1,26.4
E38000237,NHS Kent and Medway ICB - 91Q,C82-C86,Non-Hodgkin lymphoma,392,Age-standardised,21.4,19.4,23.7
E38000014,NHS Lancashire and South Cumbria ICB - 00Q,C82-C86,Non-Hodgkin lymphoma,27,Age-standardised,23.4,15.3,34.1
E38000015,NHS Lancashire and South Cumbria ICB - 00R,C82-C86,Non-Hodgkin lymphoma,33,Age-standardised,22.6,15.5,31.7
E38000034,NHS Lancashire and South Cumbria ICB - 00X,C82-C86,Non-Hodgkin lymphoma,31,Age-standardised,17.7,12,25.1
E38000050,NHS Lancashire and South Cumbria ICB - 01A,C82-C86,Non-Hodgkin lymphoma,66,Age-standardised,17.5,13.6,22.3
E38000227,NHS Lancashire and South Cumbria ICB - 01E,C82-C86,Non-Hodgkin lymphoma,43,Age-standardised,23.3,16.9,31.4
E38000228,NHS Lancashire and South Cumbria ICB - 01K,C82-C86,Non-Hodgkin lymphoma,63,Age-standardised,17,13.1,21.8
E38000200,NHS Lancashire and South Cumbria ICB - 02G,C82-C86,Non-Hodgkin lymphoma,29,Age-standardised,23.9,15.9,34.4
E38000226,NHS Lancashire and South Cumbria ICB - 02M,C82-C86,Non-Hodgkin lymphoma,53,Age-standardised,20.9,15.6,27.5
E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",C82-C86,Non-Hodgkin lymphoma,75,Age-standardised,20.8,16.3,26.1
E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",C82-C86,Non-Hodgkin lymphoma,32,Age-standardised,13.6,9.2,19.2
E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",C82-C86,Non-Hodgkin lymphoma,77,Age-standardised,19.2,15.2,24.1
E38000238,NHS Lincolnshire ICB - 71E,C82-C86,Non-Hodgkin lymphoma,190,Age-standardised,22.2,19.1,25.6
E38000106,NHS Mid and South Essex ICB - 06Q,C82-C86,Non-Hodgkin lymphoma,79,Age-standardised,19.4,15.4,24.2
E38000185,NHS Mid and South Essex ICB - 07G,C82-C86,Non-Hodgkin lymphoma,36,Age-standardised,28,19.5,38.9
E38000007,NHS Mid and South Essex ICB - 99E,C82-C86,Non-Hodgkin lymphoma,54,Age-standardised,21.4,16.1,28
E38000030,NHS Mid and South Essex ICB - 99F,C82-C86,Non-Hodgkin lymphoma,44,Age-standardised,21.4,15.5,28.8
E38000168,NHS Mid and South Essex ICB - 99G,C82-C86,Non-Hodgkin lymphoma,42,Age-standardised,23.3,16.8,31.5
E38000239,NHS Norfolk and Waveney ICB - 26A,C82-C86,Non-Hodgkin lymphoma,269,Age-standardised,22.4,19.8,25.3
E38000240,NHS North Central London ICB - 93C,C82-C86,Non-Hodgkin lymphoma,239,Age-standardised,22.7,19.8,25.8
E38000130,NHS North East and North Cumbria ICB - 00L,C82-C86,Non-Hodgkin lymphoma,80,Age-standardised,20.8,16.5,26
E38000163,NHS North East and North Cumbria ICB - 00N,C82-C86,Non-Hodgkin lymphoma,25,Age-standardised,16.4,10.6,24.2
E38000176,NHS North East and North Cumbria ICB - 00P,C82-C86,Non-Hodgkin lymphoma,64,Age-standardised,22.8,17.6,29.2
E38000215,NHS North East and North Cumbria ICB - 01H,C82-C86,Non-Hodgkin lymphoma,87,Age-standardised,23.8,19,29.4
E38000212,NHS North East and North Cumbria ICB - 13T,C82-C86,Non-Hodgkin lymphoma,110,Age-standardised,25.1,20.7,30.3
E38000247,NHS North East and North Cumbria ICB - 16C,C82-C86,Non-Hodgkin lymphoma,157,Age-standardised,23.6,20,27.6
E38000234,NHS North East and North Cumbria ICB - 84H,C82-C86,Non-Hodgkin lymphoma,117,Age-standardised,21.2,17.5,25.4
E38000127,NHS North East and North Cumbria ICB - 99C,C82-C86,Non-Hodgkin lymphoma,41,Age-standardised,19.3,13.9,26.2
E38000255,NHS North East London ICB - A3A8R,C82-C86,Non-Hodgkin lymphoma,273,Age-standardised,21.1,18.5,23.9
E38000256,NHS North West London ICB - W2U3Z,C82-C86,Non-Hodgkin lymphoma,350,Age-standardised,21.7,19.4,24.1
E38000262,NHS Northamptonshire ICB - 78H,C82-C86,Non-Hodgkin lymphoma,138,Age-standardised,19.6,16.5,23.2
E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,C82-C86,Non-Hodgkin lymphoma,25,Age-standardised,19.6,12.7,28.9
E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,C82-C86,Non-Hodgkin lymphoma,199,Age-standardised,20.8,18,24
E38000257,"NHS Shropshire, Telford and Wrekin ICB - M2L0M",C82-C86,Non-Hodgkin lymphoma,97,Age-standardised,17.8,14.5,21.8
E38000150,NHS Somerset ICB - 11X,C82-C86,Non-Hodgkin lymphoma,148,Age-standardised,22.5,19,26.4
E38000244,NHS South East London ICB - 72Q,C82-C86,Non-Hodgkin lymphoma,281,Age-standardised,22.2,19.7,25.1
E38000245,NHS South West London ICB - 36L,C82-C86,Non-Hodgkin lymphoma,234,Age-standardised,20.3,17.7,23.1
E38000006,NHS South Yorkshire ICB - 02P,C82-C86,Non-Hodgkin lymphoma,52,Age-standardised,21.3,15.9,28
E38000044,NHS South Yorkshire ICB - 02X,C82-C86,Non-Hodgkin lymphoma,67,Age-standardised,22,17,27.9
E38000141,NHS South Yorkshire ICB - 03L,C82-C86,Non-Hodgkin lymphoma,56,Age-standardised,21.1,15.9,27.4
E38000146,NHS South Yorkshire ICB - 03N,C82-C86,Non-Hodgkin lymphoma,125,Age-standardised,25.2,21,30.1
E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,C82-C86,Non-Hodgkin lymphoma,34,Age-standardised,24.3,16.8,34
E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,C82-C86,Non-Hodgkin lymphoma,25,Age-standardised,19.6,12.6,28.9
E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,C82-C86,Non-Hodgkin lymphoma,47,Age-standardised,19.8,14.5,26.3
E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,C82-C86,Non-Hodgkin lymphoma,57,Age-standardised,23,17.4,29.8
E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,C82-C86,Non-Hodgkin lymphoma,29,Age-standardised,16.5,11,23.7
E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,C82-C86,Non-Hodgkin lymphoma,44,Age-standardised,18.2,13.2,24.5
E38000086,NHS Suffolk and North East Essex ICB - 06L,C82-C86,Non-Hodgkin lymphoma,109,Age-standardised,24,19.7,28.9
E38000117,NHS Suffolk and North East Essex ICB - 06T,C82-C86,Non-Hodgkin lymphoma,71,Age-standardised,19.2,15,24.3
E38000204,NHS Suffolk and North East Essex ICB - 07K,C82-C86,Non-Hodgkin lymphoma,47,Age-standardised,19,13.9,25.3
E38000264,NHS Surrey Heartlands ICB - 92A,C82-C86,Non-Hodgkin lymphoma,221,Age-standardised,21.3,18.6,24.3
E38000021,NHS Sussex ICB - 09D,C82-C86,Non-Hodgkin lymphoma,43,Age-standardised,19.9,14.3,27
E38000265,NHS Sussex ICB - 70F,C82-C86,Non-Hodgkin lymphoma,218,Age-standardised,22.9,19.9,26.2
E38000235,NHS Sussex ICB - 97R,C82-C86,Non-Hodgkin lymphoma,137,Age-standardised,20.1,16.9,23.8
E38000025,NHS West Yorkshire ICB - 02T,C82-C86,Non-Hodgkin lymphoma,42,Age-standardised,20.4,14.7,27.6
E38000190,NHS West Yorkshire ICB - 03R,C82-C86,Non-Hodgkin lymphoma,68,Age-standardised,20,15.5,25.4
E38000225,NHS West Yorkshire ICB - 15F,C82-C86,Non-Hodgkin lymphoma,116,Age-standardised,17.8,14.7,21.4
E38000232,NHS West Yorkshire ICB - 36J,C82-C86,Non-Hodgkin lymphoma,93,Age-standardised,18.8,15.2,23.1
E38000254,NHS West Yorkshire ICB - X2C4Y,C82-C86,Non-Hodgkin lymphoma,71,Age-standardised,17.8,13.9,22.4
Grand Total,,,,,,,,
